     -15     0.11    0.412        1    0.012     0.68
   -14.6    0.117    0.434        1   0.0255     1.36
   -14.2    0.125    0.456        1   0.0283     1.36
   -13.8    0.134    0.478        1   0.0293     1.26
   -13.4    0.143      0.5        1   0.0303     1.16
     -13    0.153    0.523        1   0.0312     1.07
   -12.6    0.163    0.546        1    0.032    0.986
   -12.2    0.174    0.569        1   0.0328    0.912
   -11.8    0.185    0.593        1   0.0322    0.806
   -11.4    0.196    0.618        1   0.0344    0.776
     -11    0.209    0.642        1   0.0365    0.747
   -10.6    0.222    0.667        1   0.0358    0.662
   -10.2    0.235    0.692        1   0.0364    0.611
    -9.8    0.249    0.718        1   0.0371    0.566
    -9.4    0.263    0.743        1   0.0377    0.524
      -9    0.278    0.768        1   0.0396    0.501
    -8.6    0.294    0.793        1   0.0401    0.464
    -8.2     0.31    0.818        1   0.0394    0.417
    -7.8    0.326    0.842        1   0.0399    0.388
    -7.4    0.343    0.866        1   0.0417    0.372
      -7    0.361    0.889        1   0.0421    0.346
    -6.6    0.379    0.912        1   0.0415    0.314
    -6.2    0.397    0.934        1   0.0408    0.286
    -5.8    0.415    0.955        1   0.0413    0.268
    -5.4    0.434    0.976        1   0.0418    0.253
      -5    0.453    0.995        1   0.0423    0.237
    -4.6    0.473     1.01        1   0.0417    0.219
    -4.2    0.492     1.03        1   0.0412    0.201
    -3.8    0.512     1.05        1   0.0417    0.191
    -3.4    0.532     1.06        1   0.0411    0.177
      -3    0.552     1.08        1   0.0406    0.164
    -2.6    0.572     1.09        1   0.0392    0.149
    -2.2    0.591      1.1        1   0.0387    0.139
    -1.8    0.611     1.11        1   0.0393    0.134
    -1.4    0.631     1.12        1   0.0389    0.126
      -1    0.651     1.13        1   0.0375    0.115
    -0.6     0.67     1.14        1   0.0362    0.106
    -0.2    0.689     1.15        1   0.0368    0.103
     0.2    0.709     1.16        1   0.0355   0.0948
     0.6    0.727     1.16        1   0.0343   0.0874
       1    0.746     1.17        1   0.0349   0.0854
     1.4    0.765     1.17    0.938   0.0337   0.0792
     1.8    0.783     1.17    0.933   0.0326   0.0734
     2.2    0.801     1.17    0.926   0.0314   0.0683
     2.6    0.818     1.18    0.919   0.0312   0.0653
       3    0.836     1.18    0.912    0.031   0.0627
     3.4    0.853     1.18    0.905   0.0299   0.0584
     3.8     0.87     1.18    0.897   0.0297   0.0562
     4.2    0.887     1.18    0.888   0.0286   0.0525
     4.6    0.903     1.18    0.878   0.0284   0.0505
       5     0.92     1.18    0.869   0.0283   0.0488
     5.4    0.936     1.18    0.858   0.0273   0.0457
     5.8    0.952     1.18    0.848   0.0271   0.0441
     6.2    0.968     1.18    0.836    0.027   0.0427
     6.6    0.984     1.18    0.824   0.0268   0.0413
       7        1     1.18    0.811     0.03   0.0448
     7.4     1.02     1.18    0.798   0.0249   0.0364
     7.8     1.03     1.18    0.784   0.0247    0.035
     8.2     1.05     1.18     0.77   0.0246   0.0343
     8.6     1.06     1.18    0.755   0.0245   0.0331
       9     1.08     1.18    0.739   0.0325   0.0429
     9.4      1.1     1.18    0.724   0.0243   0.0313
     9.8     1.11     1.18    0.707   0.0241   0.0302
    10.2     1.13     1.18     0.69    0.032   0.0392
    10.6     1.15     1.18    0.673   0.0239   0.0286
      11     1.16     1.18    0.655   0.0238   0.0276
    11.4     1.18     1.18    0.637   0.0315   0.0359
    11.8      1.2     1.17    0.618   0.0314   0.0347
    12.2     1.22     1.17      0.6   0.0312   0.0336
    12.6     1.24     1.17    0.581   0.0233   0.0246
      13     1.25     1.17    0.562   0.0232   0.0238
    13.4     1.27     1.16    0.542   0.0308    0.031
    13.8     1.29     1.16    0.523   0.0306   0.0301
    14.2     1.31     1.15    0.504   0.0305   0.0291
    14.6     1.33     1.14    0.485   0.0303   0.0283
      15     1.35     1.13    0.465   0.0302   0.0274
    15.4     1.37     1.12    0.447     0.03   0.0266
    15.8     1.39     1.11    0.428   0.0299   0.0259
    16.2     1.41      1.1    0.409   0.0297   0.0252
    16.6     1.43     1.09    0.391   0.0296   0.0245
      17     1.45     1.08    0.373   0.0295   0.0238
    17.4     1.47     1.06    0.355   0.0293   0.0231
    17.8     1.49     1.05    0.338   0.0292   0.0225
    18.2     1.51     1.03    0.322   0.0291   0.0219
    18.6     1.53     1.01    0.305   0.0289   0.0214
      19     1.55    0.995    0.289   0.0288   0.0208
    19.4     1.57    0.976    0.274   0.0215   0.0153
    19.8     1.58    0.955    0.259   0.0214   0.0149
    20.2      1.6    0.934    0.245   0.0285   0.0195
    20.6     1.62    0.912    0.231   0.0284   0.0191
      21     1.64    0.889    0.218   0.0283   0.0186
    21.4     1.66    0.866    0.206   0.0211   0.0137
    21.8     1.67    0.842    0.194   0.0211   0.0134
    22.2     1.69    0.818    0.182    0.028   0.0175
    22.6     1.71    0.793    0.171   0.0209   0.0129
      23     1.72    0.768    0.161   0.0208   0.0126
    23.4     1.74    0.743    0.151   0.0208   0.0125
    23.8     1.75    0.718    0.142   0.0207   0.0122
    24.2     1.77    0.692    0.133   0.0207    0.012
    24.6     1.78    0.667    0.124   0.0138  0.00789
      25     1.79    0.642    0.116   0.0137   0.0078
