     -15    0.149    0.514        1    0.014    0.478
   -14.6    0.158    0.535        1   0.0262    0.859
   -14.2    0.166    0.556        1   0.0272    0.809
   -13.8    0.176    0.577        1   0.0283    0.773
   -13.4    0.185    0.597        1   0.0292    0.725
     -13    0.196    0.619        1   0.0302    0.689
   -12.6    0.206     0.64        1   0.0296    0.617
   -12.2    0.217    0.661        1   0.0305    0.586
   -11.8    0.228    0.682        1   0.0314    0.552
   -11.4     0.24    0.704        1   0.0322    0.522
     -11    0.252    0.725        1   0.0317    0.473
   -10.6    0.264    0.746        1   0.0325    0.448
   -10.2    0.277    0.768        1   0.0345    0.439
    -9.8    0.291    0.789        1    0.034    0.401
    -9.4    0.304    0.809        1   0.0334    0.365
      -9    0.318     0.83        1   0.0342    0.347
    -8.6    0.332     0.85        1   0.0349    0.329
    -8.2    0.347     0.87        1   0.0356    0.312
    -7.8    0.362    0.889        1   0.0351    0.287
    -7.4    0.377    0.907        1   0.0346    0.264
      -7    0.392    0.925        1   0.0353    0.252
    -6.6    0.408    0.942        1    0.036    0.241
    -6.2    0.424    0.959        1   0.0355    0.223
    -5.8     0.44    0.975        1   0.0351    0.207
    -5.4    0.456    0.989        1   0.0346    0.193
      -5    0.472        1        1   0.0343     0.18
    -4.6    0.488     1.02        1   0.0339    0.168
    -4.2    0.504     1.03        1   0.0345    0.162
    -3.8    0.521     1.04        1   0.0342    0.152
    -3.4    0.537     1.05        1   0.0328    0.139
      -3    0.553     1.06        1   0.0325    0.131
    -2.6    0.569     1.07        1   0.0322    0.124
    -2.2    0.585     1.08        1   0.0319    0.117
    -1.8    0.601     1.08        1   0.0316    0.111
    -1.4    0.617     1.09        1   0.0304    0.102
      -1    0.632     1.09        1   0.0291   0.0939
    -0.6    0.647     1.09        1   0.0289   0.0896
    -0.2    0.662      1.1        1   0.0287   0.0856
     0.2    0.677      1.1        1   0.0285   0.0819
     0.6    0.692      1.1        1   0.0273   0.0758
       1    0.706      1.1        1   0.0262   0.0702
     1.4     0.72      1.1        1   0.0251   0.0652
     1.8    0.733      1.1        1    0.024   0.0605
     2.2    0.746      1.1        1   0.0239   0.0584
     2.6    0.759     1.09        1   0.0238   0.0564
       3    0.772     1.09        1   0.0227   0.0525
     3.4    0.784     1.09    0.999   0.0217   0.0488
     3.8    0.796     1.08    0.998   0.0207   0.0454
     4.2    0.807     1.08    0.997   0.0197   0.0422
     4.6    0.818     1.07    0.996   0.0196   0.0411
       5    0.829     1.07    0.995   0.0186   0.0382
     5.4    0.839     1.07    0.993   0.0177   0.0355
     5.8    0.849     1.06    0.992   0.0176   0.0347
     6.2    0.859     1.06     0.99   0.0167   0.0322
     6.6    0.868     1.05    0.989   0.0157   0.0299
       7    0.877     1.05    0.987   0.0157   0.0293
     7.4    0.886     1.04    0.985   0.0148   0.0271
     7.8    0.894     1.03    0.983   0.0138    0.025
     8.2    0.902     1.03    0.981   0.0138   0.0246
     8.6     0.91     1.03    0.978   0.0138   0.0242
       9    0.918     1.02    0.976   0.0129   0.0223
     9.4    0.925     1.02    0.973    0.012   0.0205
     9.8    0.932     1.01     0.97   0.0119   0.0201
    10.2    0.939     1.01    0.967   0.0119   0.0198
    10.6    0.946     1.01    0.964   0.0119   0.0196
      11    0.953        1     0.96    0.011   0.0179
    11.4    0.959        1    0.956    0.011   0.0177
    11.8    0.966    0.997    0.952    0.011   0.0174
    12.2    0.972    0.995    0.948   0.0101   0.0159
    12.6    0.978    0.994    0.944   0.0109    0.017
      13    0.985    0.992    0.939   0.0109   0.0168
    13.4    0.991    0.992    0.934     0.01   0.0153
    13.8    0.997    0.991    0.929  0.00751   0.0114
    14.2        1    0.991    0.923   0.0108   0.0161
    14.6     1.01    0.992    0.917   0.0166   0.0245
      15     1.02    0.992    0.911  0.00829   0.0121
    15.4     1.02    0.994    0.904  0.00827   0.0119
    15.8     1.03    0.995    0.897  0.00827   0.0119
    16.2     1.03    0.997     0.89  0.00824   0.0117
    16.6     1.04        1    0.882   0.0165   0.0231
      17     1.05        1    0.874  0.00821   0.0114
    17.4     1.05     1.01    0.865  0.00819   0.0112
    17.8     1.06     1.01    0.857   0.0163   0.0223
    18.2     1.07     1.01    0.847  0.00816    0.011
    18.6     1.07     1.02    0.838  0.00813   0.0108
      19     1.08     1.02    0.827   0.0162   0.0214
    19.4     1.09     1.03    0.817   0.0162    0.021
    19.8      1.1     1.03    0.806   0.0161   0.0207
    20.2     1.11     1.03    0.795  0.00806   0.0102
    20.6     1.11     1.04    0.783  0.00804   0.0101
      21     1.12     1.05    0.771    0.016   0.0199
    21.4     1.13     1.05    0.758    0.016   0.0196
    21.8     1.14     1.06    0.745    0.016   0.0192
    22.2     1.15     1.06    0.731   0.0159   0.0189
    22.6     1.16     1.07    0.718   0.0159   0.0186
      23     1.17     1.07    0.704   0.0158   0.0183
    23.4     1.18     1.07    0.689   0.0158    0.018
    23.8     1.19     1.08    0.674   0.0157   0.0177
    24.2      1.2     1.08    0.659   0.0235   0.0258
    24.6     1.22     1.09    0.644   0.0234   0.0254
      25     1.23     1.09    0.628   0.0156   0.0165
    25.4     1.24     1.09    0.612   0.0155   0.0163
