     -15    0.241    0.714        1    0.012    0.187
   -14.6     0.25    0.731        1   0.0251    0.379
   -14.2     0.26    0.747        1   0.0261     0.37
   -13.8     0.27    0.764        1   0.0245    0.327
   -13.4    0.279     0.78        1   0.0255    0.319
     -13     0.29    0.797        1   0.0265    0.314
   -12.6      0.3    0.813        1   0.0249    0.278
   -12.2     0.31    0.829        1   0.0258    0.273
   -11.8    0.321    0.845        1   0.0268    0.267
   -11.4    0.332    0.861        1   0.0265     0.25
     -11    0.343    0.876        1   0.0274    0.244
   -10.6    0.355    0.892        1   0.0271    0.229
   -10.2    0.366    0.906        1   0.0268    0.214
    -9.8    0.378    0.921        1   0.0277     0.21
    -9.4     0.39    0.935        1   0.0274    0.197
      -9    0.402    0.949        1   0.0271    0.186
    -8.6    0.414    0.963        1   0.0268    0.175
    -8.2    0.426    0.976        1   0.0266    0.165
    -7.8    0.438    0.988        1   0.0274    0.163
    -7.4    0.451        1        1   0.0272    0.154
      -7    0.463     1.01        1   0.0269    0.146
    -6.6    0.476     1.02        1   0.0267    0.138
    -6.2    0.488     1.03        1   0.0265    0.131
    -5.8    0.501     1.04        1   0.0262    0.125
    -5.4    0.513     1.05        1    0.026    0.119
      -5    0.526     1.06        1   0.0268    0.118
    -4.6    0.539     1.07        1   0.0256    0.108
    -4.2    0.551     1.08        1   0.0254    0.103
    -3.8    0.564     1.09        1   0.0262    0.102
    -3.4    0.577     1.09        1    0.025   0.0941
      -3    0.589      1.1        1   0.0248     0.09
    -2.6    0.602     1.11        1   0.0247   0.0864
    -2.2    0.614     1.11        1   0.0235   0.0796
    -1.8    0.626     1.12        1   0.0243   0.0796
    -1.4    0.639     1.12        1   0.0242   0.0767
      -1    0.651     1.13        1   0.0231   0.0708
    -0.6    0.663     1.13        1   0.0229   0.0683
    -0.2    0.675     1.13        1   0.0219   0.0632
     0.2    0.686     1.13        1   0.0217    0.061
     0.6    0.698     1.14        1   0.0216   0.0591
       1    0.709     1.14        1   0.0215   0.0571
     1.4    0.721     1.14        1   0.0214   0.0554
     1.8    0.732     1.14        1   0.0203   0.0513
     2.2    0.743     1.14        1   0.0193   0.0476
     2.6    0.753     1.14    0.969   0.0192   0.0462
       3    0.764     1.14    0.967   0.0191    0.045
     3.4    0.774     1.14    0.965   0.0191   0.0438
     3.8    0.785     1.14    0.962    0.019   0.0427
     4.2    0.795     1.14     0.96    0.018   0.0396
     4.6    0.805     1.14    0.958    0.017   0.0367
       5    0.814     1.14    0.956    0.017   0.0358
     5.4    0.824     1.13    0.953   0.0169    0.035
     5.8    0.833     1.13     0.95   0.0168   0.0342
     6.2    0.843     1.13    0.947   0.0168   0.0335
     6.6    0.852     1.13    0.944   0.0158    0.031
       7    0.861     1.13    0.941   0.0158   0.0304
     7.4     0.87     1.13    0.938   0.0148   0.0281
     7.8    0.878     1.12    0.935   0.0148   0.0275
     8.2    0.887     1.12    0.931   0.0147    0.027
     8.6    0.895     1.12    0.927   0.0147   0.0265
       9    0.904     1.12    0.923   0.0147    0.026
     9.4    0.912     1.12     0.92   0.0137    0.024
     9.8     0.92     1.12    0.915   0.0137   0.0236
    10.2    0.928     1.11    0.911   0.0137   0.0232
    10.6    0.936     1.11    0.906   0.0128   0.0214
      11    0.943     1.11    0.902   0.0127   0.0211
    11.4    0.951     1.11    0.897   0.0136   0.0221
    11.8    0.959     1.11    0.892   0.0127   0.0204
    12.2    0.966     1.11    0.886   0.0126   0.0201
    12.6    0.974     1.11    0.881   0.0126   0.0198
      13    0.981     1.11    0.875   0.0126   0.0195
    13.4    0.989     1.11    0.869   0.0125   0.0192
