      -9        0        0        1        0        0        1
    -8.8        0        0        1        0        0        1
    -8.6        0        0        1  0.00025  2.5e+10        1
    -8.4    1e-06        0        1 0.000397  2.5e+10        1
    -8.2    2e-06        0        1  0.00027 1.67e+06        1
      -8    3e-06        0        1 0.000603 9.37e+05        1
    -7.8    8e-06        0        1  0.00113 6.86e+05        1
    -7.6  1.7e-05        0        1  0.00183 2.47e+05        1
    -7.4  3.8e-05        0        1  0.00314 1.17e+05        1
    -7.2  8.4e-05        0        1  0.00532 5.23e+04        1
      -7 0.000186        0        1  0.00891 2.36e+04        1
    -6.8 0.000406        0        1   0.0145 1.05e+04        1
    -6.6 0.000863        0        1   0.0227 4.74e+03        1
    -6.4  0.00176        0        1    0.033 2.14e+03        1
    -6.2  0.00332        0        1   0.0425      975        1
      -6  0.00561        0        1   0.0488      460        1
    -5.8  0.00854        0        1   0.0543      242        1
    -5.6   0.0123        0        1    0.066      152        1
    -5.4   0.0178        0        1   0.0862      107        1
    -5.2    0.026        0        1    0.107     72.9        1
      -5    0.037        0        1    0.117     45.5        1
    -4.8   0.0494        0        1    0.113       27        1
    -4.6   0.0617        0        1    0.107     17.1        1
    -4.4   0.0747        0        1    0.114       13        1
    -4.2   0.0907        0        1    0.134     10.9        1
      -4    0.111        0     1.01    0.147     8.77    0.896
    -3.8    0.133        0     1.01    0.144     6.39    0.883
    -3.6    0.155        0     1.01    0.128     4.43    0.871
    -3.4    0.174        0     1.01    0.116     3.24    0.861
    -3.2    0.194        0     1.02    0.124     2.85    0.849
      -3    0.217        0     1.02    0.136      2.6    0.835
    -2.8    0.243        0     1.02    0.144      2.3    0.816
    -2.6    0.271        0     1.03    0.139     1.87    0.796
    -2.4    0.297        0     1.03    0.135     1.53    0.775
    -2.2    0.325        0     1.03    0.148     1.43    0.758
      -2    0.358        0     1.04    0.169      1.4    0.742
    -1.8    0.397        0     1.05    0.186      1.3    0.725
    -1.6     0.44        0     1.06    0.191     1.13     0.71
    -1.4    0.484        0     1.07    0.183    0.929    0.694
    -1.2    0.526        0     1.08    0.169    0.748    0.678
      -1    0.566        0     1.09    0.163    0.634     0.66
    -0.8    0.607        0      1.1    0.173    0.594    0.639
    -0.6    0.654        0     1.12    0.186    0.567    0.614
    -0.4    0.704        0     1.15    0.187    0.507    0.586
    -0.2    0.754        0     1.18    0.178     0.43    0.556
       0    0.801        0     1.21    0.163    0.357     0.53
     0.2    0.845        0     1.25    0.146    0.293    0.505
     0.4    0.884        0      1.3    0.134    0.247    0.486
     0.6    0.922        0     1.34     0.13    0.224    0.468
     0.8     0.96        0     1.35    0.132    0.211    0.452
       1        1        0     1.33    0.133      0.2    0.435
     1.2     1.04        0     1.25    0.132    0.185    0.418
     1.4     1.08        0     1.14     0.13    0.172      0.4
     1.6     1.12        0     1.03    0.128     0.16    0.385
     1.8     1.16        0    0.917    0.127    0.149    0.369
       2      1.2        0    0.812    0.141    0.155    0.354
     2.2     1.25        0    0.713    0.155     0.16    0.336
     2.4      1.3        0    0.624    0.153    0.148    0.318
     2.6     1.35        0    0.546    0.136    0.125    0.298
     2.8     1.39        0    0.482    0.119    0.104    0.279
       3     1.43        0     0.43    0.118   0.0979     0.26
     3.2     1.47        0    0.384    0.132    0.104    0.242
     3.4     1.52        0     0.34    0.131   0.0981    0.222
     3.6     1.56        0    0.298    0.115   0.0822      0.2
     3.8      1.6        0     0.26    0.114   0.0782     0.18
       4     1.64        0    0.227    0.099   0.0655    0.162
     4.2     1.67        0    0.201   0.0843   0.0538    0.147
     4.4      1.7        0     0.18   0.0838   0.0519    0.135
     4.6     1.73        0    0.161   0.0833   0.0501    0.125
     4.8     1.76        0    0.142   0.0691   0.0406    0.113
       5     1.78        0    0.124   0.0687   0.0392    0.102
     5.2     1.81        0    0.109   0.0684   0.0384   0.0911
     5.4     1.83        0   0.0968   0.0545   0.0299   0.0821
     5.6     1.85        0   0.0848   0.0543   0.0292   0.0729
     5.8     1.87        0   0.0721   0.0541   0.0286   0.0629
       6     1.89        0   0.0592   0.0539    0.028   0.0526
     6.2     1.91        0   0.0478   0.0537   0.0274   0.0431
     6.4     1.93        0    0.039   0.0402   0.0202   0.0356
     6.6     1.94        0    0.032   0.0267   0.0133   0.0294
     6.8     1.95        0   0.0254   0.0267   0.0131   0.0236
       7     1.96        0   0.0189   0.0266    0.013   0.0178
     7.2     1.97        0   0.0132   0.0266   0.0129   0.0125
     7.4     1.98        0  0.00897   0.0265   0.0128  0.00857
     7.6     1.99        0  0.00619   0.0133  0.00634  0.00597
     7.8     1.99        0  0.00429        0        0  0.00417
       8     1.99        0  0.00281   0.0132  0.00628  0.00276
     8.2        2        0  0.00166   0.0132  0.00628  0.00164
     8.4        2        0 0.000881        0        0 0.000876
     8.6        2        0 0.000432        0        0 0.000431
     8.8        2        0 0.000203        0        0 0.000203
       9        2        0  9.3e-05        0        0  9.3e-05
     9.2        2        0  4.2e-05        0        0  4.2e-05
     9.4        2        0  1.9e-05        0        0  1.9e-05
     9.6        2        0    9e-06        0        0    9e-06
     9.8        2        0    4e-06        0        0    4e-06
      10        2        0    2e-06        0        0    2e-06
    10.2        2        0    1e-06        0        0    1e-06
    10.4        2        0        0        0        0        0
    10.6        2        0        0        0        0        0
    10.8        2        0        0        0        0        0
      11        2        0        0        0        0        0
