#v0	t(Er)	uWannierFactor(Er/latticeSpacing)
12.200000000000001	0.011358279907342861	25.80489641808228
12.3	0.011085281267114637	25.997148707793325
12.4	0.010820019014394064	26.189005750645748
12.5	0.010562364048175711	26.380470586119472
12.600000000000001	0.010312187267454136	26.571546253694418
12.700000000000001	0.010069359571223912	26.762235792850504
12.8	0.0098337518584796	26.952542243067647
12.9	0.009605235028215765	27.142468643825776
13.	0.00938367997942697	27.332018034604804
13.100000000000001	0.009168957611107779	27.52119345488466
13.200000000000001	0.008960938822252762	27.709997944145258
13.3	0.008759494511856482	27.898434541866518
13.4	0.0085644955789135	28.086506287528362
13.5	0.008375812922418386	28.274216220610715
13.600000000000001	0.008193317441365696	28.461567380593497
13.700000000000001	0.008016880034750005	28.648562806956622
13.8	0.007846371601565873	28.835205539180016
13.9	0.007681663040807866	29.0214986167436
14.	0.0075226252514705464	29.207445079127293
14.100000000000001	0.007369129132548478	29.393047965811018
14.200000000000001	0.00722104558303623	29.57831031627469
14.3	0.0070782455019283656	29.763235169998232
14.4	0.0069405997882194485	29.947825566461567
14.5	0.006807979340904044	30.132084545144615
14.600000000000001	0.0066802550589767145	30.3160151455273
14.700000000000001	0.006557297841432029	30.499620407089537
14.8	0.00643897858726455	30.682903369311244
14.9	0.0063251681954688424	30.86586707167235
15.	0.006215737565039471	31.048514553652772
15.100000000000001	0.006110557594970999	31.230848854732432
15.200000000000001	0.006009499184257993	31.41287301439125
15.3	0.005912433231895019	31.594590072109142
15.4	0.005819230636876638	31.776003067366034
15.5	0.005729762298197418	31.957115039641845
15.600000000000001	0.0056438991148519205	32.1379290284165
15.700000000000001	0.005561511985834714	32.31844807316991
15.8	0.005482471810140361	32.498675213382
15.9	0.005406649486763428	32.6786134885327
16.	0.0053339159146984765	32.858265938101916
16.1	0.005215036678121858	33.03838884824988
16.2	0.0050987595181286914	33.218235516413465
16.3	0.004985053250592532	33.397807480085206
16.400000000000002	0.004873886691386949	33.57710627675762
16.5	0.004765228656385509	33.75613344392322
16.6	0.00465904796146177	33.934890519074536
16.7	0.004555313422489303	34.11337903970409
16.8	0.0044539938553416645	34.29160054330441
16.900000000000002	0.004355058075892423	34.46955656736801
17.	0.004258474900015146	34.647248649387414
17.1	0.00416421314358339	34.82467832685515
17.2	0.004072241622470726	35.00184713726373
17.3	0.003982529152550713	35.17875661810569
17.400000000000002	0.0038950445496969167	35.355408306873535
17.5	0.003809756629782905	35.5318037410598
17.6	0.003726634208682237	35.707944458157
17.7	0.003645646102268481	35.883831995657665
17.8	0.0035667611264151963	36.05946789105431
17.900000000000002	0.0034899480969959504	36.23485368183947
18.	0.003415175829884309	36.409990905505644
18.1	0.0033424131409538317	36.58488109954538
18.2	0.0032716288460780877	36.759525801451176
18.3	0.0032027917611306364	36.933926548715576
18.400000000000002	0.0031358707019850437	37.10808487883109
18.5	0.0030708344845148767	37.28200232929024
18.6	0.0030076519245936946	37.45568043758556
18.7	0.0029462918380950666	37.629120741209555
18.8	0.002886723040892552	37.80232477765476
18.900000000000002	0.002828914348859717	37.9752940844137
19.	0.002772834577870128	38.14803019897888
19.1	0.0027184525437973454	38.32053465884284
19.200000000000003	0.002665737062514935	38.49280900149809
19.3	0.0026146569498964635	38.66485476443715
19.400000000000002	0.00256518102181549	38.83667348515256
19.5	0.0025172780941455837	39.008266701136826
19.6	0.002470916982760304	39.17963594988248
19.700000000000003	0.0024260665035332183	39.35078276888204
19.8	0.002382695472337891	39.52170869562803
19.900000000000002	0.0023407727050478834	39.692415267612965
20.	0.002300267017536763	39.862904022329374
20.1	0.002261147225678091	40.033176497269785
20.200000000000003	0.002223382145345433	40.20323422992671
20.3	0.0021869405924123545	40.37307875779267
20.400000000000002	0.0021517913827524167	40.5427116183602
20.5	0.0021179033322391867	40.712134349121804
20.6	0.0020852452567462257	40.88134848757002
20.700000000000003	0.0020537859721471	41.05035557119737
20.8	0.002023494294315374	41.21915713749637
20.900000000000002	0.0019943390391246097	41.38775472395954
21.	0.0019662890224483743	41.5561498680794
21.1	0.0019393130601602288	41.72434410734849
21.200000000000003	0.001913379968133739	41.892338979259314
21.3	0.0018884585622424696	42.0601360213044
21.400000000000002	0.0018645176583599833	42.22773677097627
21.5	0.0018415260723598458	42.39514276576745
21.6	0.0018194526201156197	42.56235554317046
21.700000000000003	0.00179826611750087	42.72937664067782
21.8	0.0017779353803891614	42.89620759578205
21.900000000000002	0.0017584292246540568	43.062849945975685
22.	0.0017397164661691216	43.22930522875123
22.1	0.0017048322033840838	43.39612140391428
22.200000000000003	0.001670622644568086	43.56275540415733
22.3	0.0016370807448925183	43.72920798803874
22.400000000000002	0.0016041994595287665	43.89547991411688
22.5	0.001571971743648222	44.06157194095011
22.6	0.0015403905524222707	44.227484827096795
22.700000000000003	0.0015094488410223026	44.3932193311153
22.8	0.001479139564619707	44.558776211563966
22.900000000000002	0.0014494556783858708	44.72415622700119
23.	0.0014203901374921844	44.8893601359853
23.1	0.0013919358971100342	45.054388697074685
23.200000000000003	0.0013640859124108102	45.2192426688277
23.3	0.0013368331385659018	45.3839228098027
23.400000000000002	0.0013101705307466955	45.54842987855805
23.5	0.0012840910441245818	45.712764633652114
23.6	0.0012585876338709477	45.876927833643265
23.700000000000003	0.0012336532551571826	46.04092023708985
23.8	0.0012092808631546756	46.20474260255024
23.900000000000002	0.0011854634130348141	46.368395688582794
24.	0.0011621938599689881	46.531880253745875
24.1	0.0011394651591285845	46.69519705659785
24.200000000000003	0.0011172702656849927	46.85834685569708
24.3	0.0010956021348096023	47.021330409601916
24.400000000000002	0.0010744537216737999	47.18414847687073
24.5	0.001053817981448976	47.34680181606189
24.6	0.0010336878693065178	47.50929118573375
24.700000000000003	0.001014056340417814	47.671617344444684
24.8	0.0009949163499542546	47.83378105075303
24.900000000000002	0.0009762608530872262	47.99578306321718
25.	0.0009580828049881192	48.15762414039548
25.1	0.0009403751608283206	48.31930504084629
25.200000000000003	0.0009231308757792198	48.48082652312799
25.3	0.0009063429050122059	48.64218934579892
25.400000000000002	0.0008900042036986663	48.80339426741745
25.5	0.0008741077270099908	48.964442046541954
25.6	0.0008586464301175667	49.12533344173078
25.700000000000003	0.0008436132681927833	49.286069211542305
25.8	0.0008290011964070297	49.446650114534876
25.900000000000002	0.0008148031699316934	49.607076909266866
26.	0.000801012143938164	49.76735035429663
26.1	0.0007876210735978292	49.92747120818254
26.200000000000003	0.0007746229140820779	50.08744022948296
26.3	0.0007620106205622993	50.24725817675623
26.400000000000002	0.0007497771482098809	50.406925808560736
26.5	0.0007379154521962123	50.56644388345483
26.6	0.0007264184876926812	50.72581315999688
26.700000000000003	0.0007152792098706767	50.885034396745255
26.8	0.0007044905739015877	51.04410835225829
26.900000000000002	0.000694045534956802	51.20303578509438
27.	0.0006839370482077089	51.36181745381187
27.1	0.0006741580688256962	51.52045411696913
27.200000000000003	0.0006647015519821531	51.67894653312451
27.3	0.0006555604528484684	51.83729546083638
27.400000000000002	0.0006467277265960299	51.995501658663116
27.5	0.0006381963283962269	52.153565885163054
27.6	0.0006299592134204475	52.31148889889458
27.700000000000003	0.0006220093368400804	52.469271458416046
27.8	0.0006143396538265146	52.62691432228581
27.900000000000002	0.0006069431195511381	52.78441824906225
28.	0.0005998126891853399	52.94178399730371
28.1	0.0005929413179005083	53.099012325568566
28.200000000000003	0.0005863219608680318	53.25610399241518
28.3	0.0005799475732592997	53.4130597564019
28.400000000000002	0.0005738111102456996	53.569880376087106
28.5	0.000567905526998621	53.726566610029145
28.6	0.0005622237786894517	53.8831192167864
28.700000000000003	0.0005567588204895808	54.03953895491722
28.8	0.0005515036075703968	54.19582658297996
28.900000000000002	0.0005464510951032881	54.351982859532995
29.	0.0005415942382596435	54.508008543134686
29.1	0.0005317946214916214	54.66422816467337
29.200000000000003	0.0005221637628470756	54.82031951850947
29.3	0.0005127001065728654	54.97628301685904
29.400000000000002	0.0005034020969158497	55.13211907193816
29.5	0.0004942681781228885	55.28782809596288
29.6	0.0004852967944408403	55.44341050114925
29.700000000000003	0.00047648639011656484	55.59886669971334
29.8	0.00046783540939692174	55.7541971038712
29.900000000000002	0.0004593422965287698	55.9094021258389
30.	0.00045100549575896885	56.06448217783249
30.1	0.00044282345133437765	56.21943767206803
30.200000000000003	0.00043479460750185585	56.374269020761595
30.3	0.00042691740850826304	56.528976636129215
30.400000000000002	0.00041919029860045795	56.683560930386975
30.5	0.0004116117220253005	56.83802231575091
30.6	0.0004041801230296495	56.99236120443711
30.700000000000003	0.0003968939458603644	57.146578008661606
30.8	0.000389751634764305	57.30067314064047
30.900000000000002	0.00038275163398832996	57.45464701258977
31.	0.00037589238777929913	57.60850003672554
31.1	0.0003691723403840714	57.762232625263856
31.200000000000003	0.00036258993604950626	57.91584519042078
31.3	0.00035614361902246334	58.06933814441236
31.400000000000002	0.0003498318335498015	58.222711899454666
31.5	0.00034365302387838047	58.37596686776375
31.6	0.00033760563425505916	58.52910346155568
31.700000000000003	0.00033168810892669716	58.6821220930465
31.8	0.00032589889214015394	58.835023174452274
31.900000000000002	0.0003202364281422884	58.98780711798907
32.	0.0003146991611799603	59.14047433587294
32.1	0.0003092855355000286	59.29302524031995
32.2	0.0003039939953493528	59.44546024354615
32.300000000000004	0.00029882298497479223	59.597779757767604
32.4	0.0002937709486232065	59.74998419520036
32.5	0.0002888363305414544	59.9020739680605
32.6	0.0002840175749763954	60.05404948856407
32.7	0.00027931312617488895	60.20591116892713
32.800000000000004	0.0002747214283837944	60.35765942136573
32.9	0.0002702409258499713	60.50929465809594
33.	0.0002658700628202784	60.66081729133382
33.1	0.00026160728354157533	60.81222773329542
33.2	0.0002574510322607214	60.96352639619682
33.300000000000004	0.000253399753224576	61.11471369225405
33.4	0.00024945189067999865	61.26579003368318
33.5	0.00024560588887384815	61.41675583270028
33.6	0.0002418601920529841	61.567611501521405
33.7	0.00023821324446426587	61.71835745236261
33.800000000000004	0.00023466349035455272	61.86899409743995
33.9	0.00023120937397070427	62.01952184896948
34.	0.00022784933955957934	62.169941119167284
34.1	0.00022458183136803752	62.3202523202494
34.2	0.00022140529364293808	62.47045586443189
34.300000000000004	0.0002183181706311404	62.620552163930824
34.4	0.000215318906579504	62.770541630962235
34.5	0.0002124059457348878	62.92042467774221
34.6	0.00020957773234415127	63.0702017164868
34.7	0.00020683271065415382	63.21987315941206
34.800000000000004	0.00020416932491175473	63.36943941873405
34.9	0.00020158601936381355	63.51890090666882
35.	0.00019908123825718917	63.66825803543245
35.1	0.00019665342583874114	63.81751121724099
35.2	0.00019430102635532883	63.9666608643105
35.300000000000004	0.0001920224840538115	64.11570738885703
35.4	0.00018981624318104864	64.26465120309663
35.5	0.00018768074798389928	64.4134927192454
35.6	0.0001856144427092229	64.56223234951936
35.7	0.00018361577160387884	64.7108705061346
35.800000000000004	0.00018168317891472638	64.85940760130714
35.9	0.00017981510888862503	65.00784404725306
36.	0.00017801000577243384	65.15618025618843
36.1	0.00017626631381301223	65.30441664032931
36.2	0.0001745824772572196	65.45255361189173
36.300000000000004	0.0001729569403519152	65.60059158309178
36.4	0.0001713881473439585	65.7485309661455
36.5	0.0001698745424802086	65.89637217326896
36.6	0.00016841457000752494	66.04411561667821
36.7	0.00016700667417276685	66.19176170858933
36.800000000000004	0.00016564929922279365	66.33931086121834
36.9	0.00016434088940446475	66.48676348678133
37.	0.00016307988896463932	66.63411999749435
37.1	0.00016040505715691982	66.78158487887707
37.2	0.00015777168848846295	66.92895486615575
37.300000000000004	0.0001551794420916821	67.07623020169767
37.4	0.00015262797709899095	67.22341112787011
37.5	0.0001501169526428025	67.37049788704036
37.6	0.0001476460278555304	67.51749072157571
37.7	0.00014521486186958808	67.66438987384343
37.800000000000004	0.00014282311381738896	67.81119558621083
37.9	0.00014047044283134664	67.95790810104515
38.	0.0001381565080438742	68.10452766071371
38.1	0.00013588096858738527	68.25105450758379
38.2	0.00013364348359429324	68.39748888402265
38.300000000000004	0.0001314437121970116	68.5438310323976
38.400000000000006	0.00012928131352795373	68.69008119507592
38.5	0.00012715594671953322	68.83623961442487
38.6	0.0001250672709041632	68.98230653281176
38.7	0.00012301494521425727	69.12828219260388
38.800000000000004	0.00012099862878222886	69.27416683616848
38.900000000000006	0.00011901798074049137	69.41996070587287
39.	0.0001170726602214584	69.56566404408431
39.1	0.0001151623263575431	69.71127709317012
39.2	0.00011328663828115902	69.85680009549756
39.300000000000004	0.00011144525512471961	70.00223329343392
39.400000000000006	0.00010963783602063828	70.14757692934647
39.5	0.00010786404010132861	70.29283124560251
39.6	0.00010612352649920377	70.43799648456933
39.7	0.00010441595434667731	70.58307288861418
39.800000000000004	0.00010274098277616268	70.7280607001044
39.900000000000006	0.00010109827092007328	70.8729601614072
40.	0.00009948747791082268	71.01777151488992
40.1	0.00009790826288082408	71.16249500291984
40.2	0.00009636028496249101	71.30713086786422
40.300000000000004	0.00009484320328823692	71.45167935209035
40.400000000000006	0.00009335667699047523	71.59614069796554
40.5	0.00009190036520161947	71.74051514785702
40.6	0.00009047392705408287	71.88480294413213
40.7	0.00008907702168027897	72.02900432915813
40.800000000000004	0.00008770930821262119	72.1731195453023
40.900000000000006	0.00008637044578352296	72.31714883493191
41.	0.00008506009352539781	72.46109244041428
41.1	0.00008377791057065899	72.60495060411667
41.2	0.00008252355605172002	72.74872356840638
41.300000000000004	0.00008129668910099431	72.89241157565067
41.400000000000006	0.00008009696885089533	73.03601486821684
41.5	0.00007892405443383657	73.17953368847216
41.6	0.00007777760498223129	73.32296827878393
41.7	0.000076657279628493	73.46631888151943
41.800000000000004	0.00007556273750503516	73.60958573904594
41.900000000000006	0.00007449363774427118	73.75276909373075
42.	0.00007344963947861456	73.89586918794113
42.1	0.00007243040184047859	74.03888626404438
42.2	0.00007143558396227678	74.18182056440777
42.300000000000004	0.00007046484497642255	74.3246723313986
42.400000000000006	0.00006951784401532934	74.46744180738413
42.5	0.00006859424021141065	74.61012923473166
42.6	0.00006769369269707975	74.75273485580848
42.7	0.00006681586060475019	74.89525891298186
42.800000000000004	0.00006596040306683535	75.03770164861909
42.900000000000006	0.00006512697921574867	75.18006330508746
43.	0.00006431524818390367	75.32234412475422
43.1	0.00006352486910371364	75.46454434998671
43.2	0.00006275550110759207	75.60666422315217
43.300000000000004	0.00006200680332795239	75.7487039866179
43.400000000000006	0.00006127843489720804	75.89066388275118
43.5	0.000060570054947772485	76.03254415391929
43.6	0.000059881322612059074	76.17434504248952
43.7	0.00005921189702248128	76.31606679082917
43.800000000000004	0.00005856143731145253	76.45770964130548
43.900000000000006	0.000057929602611386254	76.59927383628578
44.	0.00005731605205469593	76.74075961813732
44.1	0.00005672044477379491	76.8821672292274
44.2	0.000056142439901096654	77.0234969119233
44.300000000000004	0.0000555816965690146	77.16474890859232
44.400000000000006	0.00005503787390996218	77.30592346160172
44.5	0.000054510631056352856	77.44702081331879
44.6	0.00005399962714059999	77.58804120611082
44.7	0.00005350452129511705	77.72898488234507
44.800000000000004	0.000053024972652317465	77.86985208438887
44.900000000000006	0.00005256064034461466	78.01064305460947
45.	0.00005211118350442211	78.15135803537416
45.1	0.000051676261264153166	78.29199726905021
45.2	0.0000512555327562213	78.43256099800494
45.300000000000004	0.00005084865711303995	78.5730494646056
45.400000000000006	0.00005045529346702254	78.71346291121951
45.5	0.000050075100950582526	78.8538015802139
45.6	0.00004970773869613328	78.99406571395609
45.7	0.00004935286583608827	79.13425555481336
45.800000000000004	0.00004901014150286092	79.274371345153
45.900000000000006	0.000048679224828864665	79.41441332734227
46.	0.000048359774946512955	79.55438174374848
46.1	0.00004805145098821918	79.6942768367389
46.2	0.00004775391208639678	79.83409884868082
46.300000000000004	0.00004746681737345921	79.97384802194152
46.400000000000006	0.00004718982598181988	80.11352459888828
46.5	0.000046922597043892247	80.25312882188837
46.6	0.0000466647896920897	80.39266093330912
46.7	0.000046416063058825696	80.53212117551777
46.800000000000004	0.00004617607627651366	80.67150979088161
46.900000000000006	0.00004594448847756703	80.81082702176795
47.	0.000045720958794399245	80.95007311054404
47.1	0.000045505146359423705	81.08924829957719
47.2	0.00004529671030505386	81.22835283123469
47.300000000000004	0.00004509530976370313	81.36738694788379
47.400000000000006	0.000044900603867784966	81.50635089189178
47.5	0.00004471225174971279	81.64524490562597
47.6	0.00004452991254190003	81.78406923145363
47.7	0.00004435324537676011	81.92282411174203
47.800000000000004	0.000044181909386706464	82.06150978885847
47.900000000000006	0.00004401556370415253	82.20012650517025
48.	0.00004385386746151174	82.3386745030446
48.1	0.00004369647979119752	82.47715402484886
48.2	0.000043543059825623296	82.61556531295028
48.300000000000004	0.0000433932666972025	82.75390860971616
48.400000000000006	0.00004324675953834857	82.8921841575138
48.5	0.000043103197481474936	83.03039219871042
48.6	0.00004296223965899502	83.16853297567337
48.7	0.00004282354520332226	83.30660673076991
48.800000000000004	0.00004268677324687008	83.44461370636732
48.900000000000006	0.00004255158292205192	83.5825541448329
49.	0.00004241763336128122	83.7204282885339
49.1	0.00004228458369697138	83.85823637983763
49.2	0.00004215209306153585	83.99597866111138
49.300000000000004	0.000042019820587388064	84.13365537472241
49.400000000000006	0.000041887425406941445	84.27126676303803
49.5	0.00004175456665260944	84.40881306842549
49.6	0.00004162090345680545	84.54629453325211
49.7	0.000041486094951942924	84.68371139988515
49.800000000000004	0.00004134980027043529	84.8210639106919
49.900000000000006	0.00004121167854469598	84.95835230803966
50.	0.000041071388907138434	85.09557683429567
50.1	0.00004092859049017607	85.23273773182727
50.2	0.00004078294242622231	85.3698352430017
50.300000000000004	0.0000406341038476906	85.50686961018627
50.400000000000006	0.000040481733886994375	85.64384107574826
50.5	0.00004032549167654706	85.78074988205492
50.6	0.00004016503634876208	85.91759627147358
50.7	0.000040000027036052863	86.0543804863715
50.800000000000004	0.00003983012287083285	86.19110276911597
50.900000000000006	0.000039654982985515465	86.32776336207428
51.	0.00003947426651251416	86.46436250761369
51.1	0.00003928763258424233	86.60090044810151
51.2	0.000039094740333113426	86.73737742590502
51.300000000000004	0.000038895248891540874	86.87379368339148
51.400000000000006	0.00003868881739193811	87.01014946292821
51.5	0.00003847510496671857	87.14644500688246
51.6	0.00003825377074829567	87.28268055762153
51.7	0.00003802447386908284	87.41885635751271
51.800000000000004	0.00003778687346149352	87.55497264892328
51.900000000000006	0.000037540628657941144	87.69102967422052
52.	0.000037285398590839154	87.82702767577169
52.1	0.00003702084239260095	87.96296689594412
52.2	0.00003674661919563997	88.09884757710506
52.300000000000004	0.000036462388132369646	88.23466996162182
52.400000000000006	0.00003616780833520342	88.37043429186166
52.5	0.00003586253893655474	88.50614081019185
52.6	0.000035546239068837	88.64178975897973
52.7	0.00003521856786446364	88.77738138059253
52.800000000000004	0.000034879184455848086	88.91291591739757
52.900000000000006	0.000034527747975403786	89.04839361176211
53.	0.00003416391755554419	89.18381470605343
53.1	0.000033787352328682675	89.31917944263883
53.2	0.000033397711427232696	89.45448806388559
53.300000000000004	0.00003299465398360769	89.589740812161
53.400000000000006	0.00003257783913022108	89.72493792983234
53.5	0.00003214692599948634	89.86007965926686
53.6	0.00003170157372381682	89.9951662428319
53.7	0.000031241441435626	90.13019792289471
53.800000000000004	0.0000307661882673273	90.26517494182258
53.900000000000006	0.000030275473351334157	90.4000975419828
54.	0.000029768955820060033	90.53496596574264
54.1	0.000029246294805918288	90.6697804554694
54.2	0.00002870714944132239	90.80454125353036
54.300000000000004	0.000028151178858685765	90.93924860229279
54.400000000000006	0.000027578042190421854	91.07390274412398
54.5	0.00002698739856894412	91.20850392139123
54.6	0.00002637890712666591	91.3430523764618
54.7	0.000025752226996000708	91.47754835170299
54.800000000000004	0.00002510701730936193	91.61199208948209
54.900000000000006	0.000024442937199163017	91.74638383216636
55.	0.000023759645797817445	91.88072382212309
55.1	0.000023056802237738548	92.01501230171957
55.2	0.000022334065651339803	92.1492495133231
55.300000000000004	0.00002159109517103464	92.28343569930094
55.400000000000006	0.000020827549929236496	92.41757110202037
55.5	0.000020043089058358853	92.55165596384869
55.6	0.000019237371690815034	92.68569052715318
55.7	0.00001841005695901852	92.81967503430113
55.800000000000004	0.000017560803995382746	92.95360972765981
55.900000000000006	0.00001668927193232114	93.08749484959651
56.	0.000015795119902247196	93.2213306424785
90.	0.000015795119902247196	93.2213306424785
