    33.8     1.96    0.165     0.02   0.0133  0.00651
    34.2     1.97    0.139   0.0159   0.0133  0.00644
    34.6     1.98    0.116   0.0126  0.00664   0.0032
      35     1.98   0.0962  0.00998  0.00663  0.00317
    35.4     1.99    0.079  0.00787  0.00663  0.00317
    35.8     1.99   0.0645  0.00618        0        0
    36.2     1.99   0.0522  0.00485        0        0
    36.6     1.99   0.0421   0.0038  0.00662  0.00314
      37        2   0.0338  0.00297  0.00662  0.00314
    37.4        2    0.027  0.00232        0        0
    37.8        2   0.0215  0.00181        0        0
    38.2        2    0.017  0.00141        0        0
    38.6        2   0.0135   0.0011        0        0
      39        2   0.0107 0.000861        0        0
    39.4        2  0.00846 0.000671        0        0
    39.8        2  0.00669 0.000523        0        0
    40.2        2  0.00529 0.000408        0        0
    40.6        2  0.00418 0.000318        0        0
      41        2   0.0033 0.000248        0        0
    41.4        2  0.00261 0.000193        0        0
    41.8        2  0.00207  0.00015        0        0
    42.2        2  0.00163 0.000117        0        0
    42.6        2  0.00129 9.11e-05        0        0
      43        2  0.00102  7.1e-05        0        0
    43.4        2 0.000807 5.53e-05        0        0
    43.8        2  0.00064 4.31e-05        0        0
    44.2        2 0.000506 3.36e-05        0        0
    44.6        2 0.000401 2.61e-05        0        0
      45        2 0.000317 2.04e-05        0        0
    45.4        2 0.000251 1.59e-05        0        0
    45.8        2 0.000198 1.23e-05        0        0
    46.2        2 0.000156 9.61e-06        0        0
    46.6        2 0.000124 7.49e-06        0        0
      47        2 9.76e-05 5.84e-06        0        0
    47.4        2 7.71e-05 4.54e-06        0        0
    47.8        2 6.09e-05 3.54e-06        0        0
    48.2        2  4.8e-05 2.75e-06        0        0
    48.6        2  3.8e-05 2.14e-06        0        0
      49        2    3e-05 1.67e-06        0        0
    49.4        2 2.37e-05  1.3e-06        0        0
    49.8        2 1.87e-05 1.01e-06        0        0
    50.2        2 1.48e-05  7.9e-07        0        0
    50.6        2 1.16e-05 6.15e-07        0        0
      51        2  9.2e-06 4.79e-07        0        0
    51.4        2 7.26e-06 3.73e-07        0        0
    51.8        2 5.73e-06  2.9e-07        0        0
    52.2        2 4.53e-06 2.26e-07        0        0
    52.6        2 3.56e-06 1.76e-07        0        0
      53        2  2.8e-06 1.37e-07        0        0
    53.4        2 2.21e-06 1.07e-07        0        0
    53.8        2 1.74e-06 8.33e-08        0        0
    54.2        2 1.37e-06 6.48e-08        0        0
    54.6        2 1.08e-06 5.05e-08        0        0
      55        2 8.52e-07 3.93e-08        0        0
    55.4        2 6.72e-07 3.06e-08        0        0
    55.8        2  5.3e-07 2.38e-08        0        0
    56.2        2 4.17e-07 1.86e-08        0        0
    56.6        2 3.29e-07 1.45e-08        0        0
      57        2 2.59e-07 1.13e-08        0        0
    57.4        2 2.05e-07 8.78e-09        0        0
    57.8        2 1.61e-07 6.84e-09        0        0
    58.2        2 1.27e-07 5.32e-09        0        0
    58.6        2    1e-07 4.14e-09        0        0
      59        2 7.82e-08 3.23e-09        0        0
    59.4        2 6.15e-08 2.51e-09        0        0
    59.8        2 4.87e-08 1.96e-09        0        0
    60.2        2 3.83e-08 1.53e-09        0        0
    60.6        2 2.98e-08 1.19e-09        0        0
      61        2 2.33e-08 9.24e-10        0        0
    61.4        2 1.81e-08 7.19e-10        0        0
    61.8        2 1.42e-08  5.6e-10        0        0
    62.2        2 1.09e-08 4.36e-10        0        0
    62.6        2 8.57e-09  3.4e-10        0        0
      63        2 6.73e-09 2.65e-10        0        0
    63.4        2 5.64e-09 2.06e-10        0        0
    63.8        2 4.59e-09 1.61e-10        0        0
    64.2        2 3.98e-09 1.24e-10        0        0
    64.7        2 3.46e-09 9.47e-11        0        0
    65.1        2 3.08e-09 7.07e-11        0        0
    65.6        2 2.69e-09 5.29e-11        0        0
      66        2 2.58e-09 4.07e-11        0        0
    66.4        2  2.6e-09 3.14e-11        0        0
    66.9        2 2.56e-09 2.33e-11        0        0
    67.4        2 2.39e-09 1.59e-11        0        0
    68.3        2 2.45e-09 1.04e-11        0        0
    68.7        2 2.32e-09 7.05e-12        0        0
    69.4        2 2.27e-09 5.09e-12        0        0
    70.1        2  2.3e-09 3.34e-12        0        0
    70.6        2 2.75e-09 1.94e-12        0        0
    71.9        2 2.82e-09 1.11e-12        0        0
    72.9        2  2.9e-09 4.93e-13        0        0
    74.5        2 2.72e-09 2.52e-13        0        0
    75.4        2 2.58e-09 1.05e-13        0        0
    76.4        2 2.45e-09 4.65e-14        0        0
    77.1        2 2.56e-09 3.76e-14        0        0
    77.8        2 2.45e-09 2.41e-14        0        0
    78.8        2 2.34e-09 1.45e-14        0        0
    79.4        2 2.38e-09 8.71e-15        0        0
    80.3        2 2.31e-09  5.7e-15        0        0
    81.4        2 2.28e-09 3.15e-15        0        0
    81.8        2 2.03e-09 1.87e-15        0        0
    82.3        2 1.84e-09 1.43e-15        0        0
      83        2 1.83e-09 1.02e-15        0        0
    83.5        2 1.65e-09  5.5e-16        0        0
    86.9        2 1.66e-09 1.97e-16        0        0
    88.2        2 1.54e-09 1.12e-17        0        0
    88.6        2 1.51e-09 1.22e-17        0        0
