     -15    0.253    0.746        1   0.0131    0.188
   -14.6    0.263    0.765        1   0.0273    0.379
   -14.2    0.274    0.784        1   0.0282    0.367
   -13.8    0.285    0.803        1   0.0279    0.339
   -13.4    0.296    0.822        1   0.0275    0.314
     -13    0.307    0.841        1   0.0284    0.304
   -12.6    0.319     0.86        1   0.0293    0.295
   -12.2    0.331    0.879        1   0.0289    0.274
   -11.8    0.343    0.897        1   0.0298    0.265
   -11.4    0.356    0.916        1   0.0306    0.257
     -11    0.369    0.935        1   0.0302    0.239
   -10.6    0.382    0.953        1    0.031    0.231
   -10.2    0.396    0.972        1   0.0307    0.216
    -9.8    0.409     0.99        1   0.0303    0.201
    -9.4    0.423     1.01        1   0.0322    0.202
      -9    0.438     1.03        1   0.0318     0.19
    -8.6    0.452     1.04        1   0.0315    0.177
    -8.2    0.467     1.06        1   0.0322    0.172
    -7.8    0.482     1.08        1   0.0329    0.167
    -7.4    0.498     1.09        1   0.0326    0.157
      -7    0.513     1.11    0.874   0.0323    0.147
    -6.6    0.529     1.12    0.869    0.033    0.143
    -6.2    0.545     1.14    0.863   0.0337    0.139
    -5.8    0.562     1.15    0.856   0.0333    0.131
    -5.4    0.578     1.17     0.85    0.033    0.123
      -5    0.595     1.18    0.843   0.0337     0.12
    -4.6    0.612     1.19    0.837   0.0334    0.114
    -4.2    0.629     1.21    0.829   0.0331    0.107
    -3.8    0.646     1.22    0.822   0.0328    0.102
    -3.4    0.663     1.23    0.814   0.0334   0.0994
      -3    0.681     1.24    0.807   0.0332   0.0945
    -2.6    0.698     1.25    0.799   0.0329   0.0897
    -2.2    0.716     1.26    0.791   0.0335   0.0878
    -1.8    0.734     1.27    0.782   0.0333   0.0836
    -1.4    0.752     1.28    0.773    0.033   0.0796
      -1     0.77     1.29    0.764   0.0327   0.0759
    -0.6    0.788     1.29    0.754   0.0325   0.0725
    -0.2    0.806      1.3    0.745   0.0322   0.0693
     0.2    0.824     1.31    0.735   0.0329   0.0681
     0.6    0.843     1.31    0.725   0.0326   0.0652
       1    0.861     1.32    0.715   0.0315   0.0607
     1.4    0.879     1.32    0.705   0.0322   0.0598
     1.8    0.898     1.33    0.694    0.032   0.0574
     2.2    0.916     1.33    0.683   0.0317   0.0551
     2.6    0.935     1.33    0.672   0.0315    0.053
       3    0.953     1.33    0.661   0.0313   0.0509
     3.4    0.972     1.34    0.649    0.032   0.0503
     3.8    0.991     1.34    0.638   0.0318   0.0484
     4.2     1.01     1.34    0.626   0.0324   0.0478
     4.6     1.03     1.34    0.614    0.033   0.0471
       5     1.05     1.33    0.602   0.0328   0.0454
     5.4     1.07     1.33     0.59   0.0245   0.0331
     5.8     1.08     1.33    0.578   0.0243   0.0319
     6.2      1.1     1.33    0.565   0.0323   0.0413
     6.6     1.12     1.32    0.553   0.0321   0.0399
       7     1.14     1.32    0.541   0.0319   0.0385
     7.4     1.16     1.31    0.528   0.0317   0.0372
     7.8     1.18     1.31    0.515   0.0237   0.0272
     8.2     1.19      1.3    0.503   0.0236   0.0263
     8.6     1.21     1.29     0.49   0.0313   0.0342
       9     1.23     1.29    0.478   0.0311   0.0331
     9.4     1.25     1.28    0.465   0.0309    0.032
     9.8     1.27     1.27    0.453   0.0231   0.0234
    10.2     1.28     1.26    0.441    0.023   0.0227
    10.6      1.3     1.25    0.428   0.0305   0.0296
      11     1.32     1.24    0.416   0.0304   0.0287
    11.4     1.34     1.23    0.404   0.0227    0.021
    11.8     1.35     1.22    0.392   0.0226   0.0204
    12.2     1.37     1.21     0.38     0.03   0.0266
    12.6     1.39     1.19    0.368   0.0299   0.0259
      13     1.41     1.18    0.357   0.0223    0.019
    13.4     1.42     1.17    0.346   0.0222   0.0185
    13.8     1.44     1.15    0.334   0.0222   0.0182
    14.2     1.45     1.14    0.323   0.0221   0.0177
    14.6     1.47     1.12    0.313   0.0293   0.0231
      15     1.49     1.11    0.302   0.0219    0.017
    15.4      1.5     1.09    0.292   0.0218   0.0166
    15.8     1.52     1.08    0.281   0.0218   0.0163
    16.2     1.53     1.06    0.271   0.0217   0.0159
    16.6     1.55     1.04    0.262   0.0216   0.0157
      17     1.56     1.03    0.252   0.0215   0.0153
    17.4     1.58     1.01    0.243   0.0215   0.0151
    17.8     1.59     0.99    0.234   0.0143  0.00989
    18.2      1.6    0.972    0.225   0.0214   0.0146
    18.6     1.62    0.953    0.216   0.0213   0.0144
      19     1.63    0.935    0.208   0.0142  0.00941
    19.4     1.64    0.916      0.2   0.0212   0.0139
    19.8     1.66    0.897    0.192   0.0211   0.0137
    20.2     1.67    0.878    0.185    0.014  0.00896
    20.6     1.68    0.859    0.177    0.014  0.00886
      21     1.69     0.84     0.17    0.014  0.00875
    21.4      1.7    0.821    0.163   0.0209   0.0129
    21.8     1.72    0.802    0.156   0.0209   0.0128
    22.2     1.73    0.783     0.15   0.0139  0.00835
    22.6     1.74    0.765    0.144   0.0139  0.00826
      23     1.75    0.746    0.138   0.0138  0.00816
    23.4     1.76    0.727    0.132   0.0138  0.00807
    23.8     1.77    0.709    0.126   0.0138  0.00798
    24.2     1.78     0.69    0.121  0.00688  0.00397
    24.6     1.78    0.672    0.116  0.00687  0.00392
      25     1.79    0.654    0.111   0.0137   0.0078
    25.4      1.8    0.636    0.106   0.0137  0.00772
    25.8     1.81    0.618    0.101   0.0137  0.00763
    26.2     1.82    0.601   0.0968   0.0137  0.00755
    26.6     1.83    0.583   0.0926  0.00682  0.00375
      27     1.83    0.566   0.0885  0.00681  0.00371
    27.4     1.84     0.55   0.0846   0.0136  0.00738
    27.8     1.85    0.533   0.0807  0.00679  0.00367
    28.2     1.85    0.517   0.0771  0.00678  0.00363
    28.6     1.86    0.501   0.0736   0.0136  0.00723
      29     1.87    0.486   0.0703  0.00677  0.00359
    29.4     1.87    0.471   0.0671  0.00676  0.00356
    29.8     1.88    0.456   0.0641  0.00676  0.00356
    30.2     1.88    0.441   0.0612  0.00675  0.00352
    30.6     1.89    0.427   0.0584  0.00675  0.00352
