     -25        0        0        0        0        0        0   0.0838
   -24.8        0        0        0        0        0        0   0.0857
   -24.6        0        0        0        0        0        0   0.0877
   -24.4        0        0        0        0        0        0   0.0897
   -24.2        0        0        0        0        0        0   0.0917
     -24        0        0        0        0        0        0   0.0938
   -23.8        0        0        0        0        0        0    0.096
   -23.6        0        0        0        0        0        0   0.0981
   -23.4        0        0        0        0        0        0      0.1
   -23.2        0        0        0        0        0        0    0.103
     -23        0        0        0        0        0        0    0.105
   -22.8        0        0        0        0        0        0    0.107
   -22.6        0        0        0        0        0        0     0.11
   -22.4        0        0        0        0        0        0    0.112
   -22.2        0        0        0        0        0        0    0.115
     -22        0        0        0        0        0        0    0.117
   -21.8        0        0        0        0        0        0     0.12
   -21.6        0        0        0        0        0        0    0.122
   -21.4        0        0        0        0        0        0    0.125
   -21.2        0        0        0        0        0        0    0.128
     -21        0        0        0        0        0        0    0.131
   -20.8        0        0        0        0        0        0    0.133
   -20.6        0        0        0        0        0        0    0.136
   -20.4        0        0        0        0        0        0    0.139
   -20.2        0        0        0        0        0        0    0.142
     -20        0        0        0        0        0        0    0.145
   -19.8        0        0        0        0        0        0    0.148
   -19.6        0        0        0        0        0        0    0.151
   -19.4        0        0        0        0        0        0    0.155
   -19.2        0        0        0        0        0        0    0.158
     -19        0        0        0        0        0        0    0.161
   -18.8        0        0        0        0        0        0    0.165
   -18.6        0        0        0        0        0        0    0.168
   -18.4        0        0        0        0        0        0    0.171
   -18.2        0        0        0        0        0        0    0.175
     -18        0        0        0        0        0        0    0.179
   -17.8        0        0        0        0        0        0    0.182
   -17.6        0        0        0        0        0        0    0.186
   -17.4        0        0        0        0        0        0     0.19
   -17.2        0        0        0        0        0        0    0.194
     -17        0        0        0        0        0        0    0.197
   -16.8        0        0        0        0        0        0    0.201
   -16.6        0        0        0        0        0        0    0.205
   -16.4        0        0        0        0        0        0    0.209
   -16.2        0        0        0        0        0        0    0.213
     -16        0        0        0        0        0        0    0.218
   -15.8        0        0        0        0        0        0    0.222
   -15.6        0        0        0        0        0        0    0.226
   -15.4        0        0        0        0        0        0     0.23
   -15.2        0        0        0        0        0        0    0.235
     -15        0        0        0        0        0        0    0.239
   -14.8        0        0        0        0        0        0    0.244
   -14.6        0        0        0        0        0        0    0.248
   -14.4        0        0        0        0        0        0    0.253
   -14.2        0        0        0        0        0        0    0.257
     -14        0        0        0        0        0        0    0.262
   -13.8        0        0        0        0        0        0    0.267
   -13.6        0        0        0        0        0        0    0.272
   -13.4        0        0        0        0        0        0    0.276
   -13.2        0        0        0        0        0        0    0.281
     -13        0        0        0        0        0        0    0.286
   -12.8        0        0        0        0        0        0    0.291
   -12.6        0        0        0        0        0        0    0.296
   -12.4        0        0        0        0        0        0    0.301
   -12.2        0        0        0        0        0        0    0.307
     -12        0        0        0        0        0        0    0.312
   -11.8        0        0        0        0        0        0    0.317
   -11.6        0        0        0        0        0        0    0.322
   -11.4        0        0        0        0        0        0    0.327
   -11.2        0        0        0        0        0        0    0.333
     -11        0        0        0        0        0        0    0.338
   -10.8        0        0        0        0        0        0    0.344
   -10.6        0        0        0        0        0        0    0.349
   -10.4        0        0        0        0        0        0    0.355
   -10.2        0        0        0        0        0        0     0.36
     -10        0        0        0        0        0        0    0.366
    -9.8        0        0        0        0        0        0    0.371
    -9.6        0        0        0        0        0        0    0.377
    -9.4        0        0        0        0        0        0    0.382
    -9.2        0        0        0        0        0        0    0.388
      -9        0        0        0        0        0        0    0.394
    -8.8        0        0        0        0        0        0    0.399
    -8.6        0        0        0        0        0        0    0.405
    -8.4        0        0        0        0        0        0    0.411
    -8.2        0        0        0        0        0        0    0.417
      -8        0        0        0        0        0        0    0.422
    -7.8        0        0        0        0        0        0    0.428
    -7.6        0        0        0        0        0        0    0.434
    -7.4        0        0        0        0        0        0     0.44
    -7.2        0        0        0        0        0        0    0.445
      -7        0        0        0        0        0        0    0.451
    -6.8        0        0        0        0        0        0    0.457
    -6.6        0        0        0        0        0        0    0.463
    -6.4        0        0        0        0        0        0    0.469
    -6.2        0        0        0        0        0        0    0.474
      -6        0        0        0        0        0        0     0.48
    -5.8        0        0        0        0        0        0    0.486
    -5.6        0        0        0        0        0        0    0.492
    -5.4        0        0        0        0        0        0    0.497
    -5.2        0        0        0        0        0        0    0.503
      -5        0        0        0        0        0        0    0.509
    -4.8        0        0        0        0        0        0    0.514
    -4.6        0        0        0        0        0        0     0.52
    -4.4        0        0        0        0        0        0    0.526
    -4.2        0        0        0        0        0        0    0.531
      -4        0        0        0        0        0        0    0.537
    -3.8        0        0        0        0        0        0    0.542
    -3.6        0        0        0        0        0        0    0.548
    -3.4        0        0        0        0        0        0    0.553
    -3.2        0        0        0        0        0        0    0.559
      -3        0        0        0        0        0        0    0.564
    -2.8        0        0        0        0        0        0    0.569
    -2.6        0        0        0        0        0        0    0.575
    -2.4        0        0        0        0        0        0     0.58
    -2.2        0        0        0        0        0        0    0.585
      -2        0        0        0        0        0        0     0.59
    -1.8        0        0        0        0        0        0    0.595
    -1.6        0        0        0        0        0        0      0.6
    -1.4        0        0        0        0        0        0    0.605
    -1.2        0        0        0        0        0        0     0.61
      -1        0        0        0        0        0        0    0.615
    -0.8        0        0        0        0        0        0     0.62
    -0.6        0        0        0        0        0        0    0.625
    -0.4        0        0        0        0        0        0    0.629
    -0.2        0        0        0        0        0        0    0.634
 1.6e-14        0        0        0        0        0        0    0.638
     0.2        0        0        0        0        0        0    0.643
     0.4        0        0        0        0        0        0    0.647
     0.6        0        0        0        0        0        0    0.651
     0.8        0        0        0        0        0        0    0.655
       1        0        0        0        0        0        0    0.659
     1.2        0        0        0        0        0        0    0.664
     1.4        0        0        0        0        0        0    0.667
     1.6        0        0        0        0        0        0    0.671
     1.8        0        0        0        0        0        0    0.675
       2        0        0        0        0        0        0    0.679
     2.2        0        0        0        0        0        0    0.682
     2.4        0        0        0        0        0        0    0.686
     2.6        0        0        0        0        0        0    0.689
     2.8        0        0        0        0        0        0    0.693
       3        0        0        0        0        0        0    0.696
     3.2        0        0        0        0        0        0    0.699
     3.4        0        0        0        0        0        0    0.702
     3.6        0        0        0        0        0        0    0.705
     3.8        0        0        0        0        0        0    0.708
       4        0        0        0        0        0        0     0.71
     4.2        0        0        0        0        0        0    0.713
     4.4        0        0        0        0        0        0    0.716
     4.6        0        0        0        0        0        0    0.718
     4.8        0        0        0        0        0        0     0.72
       5        0        0        0        0        0        0    0.723
     5.2        0        0        0        0        0        0    0.725
     5.4        0        0        0        0        0        0    0.727
     5.6        0        0        0        0        0        0    0.729
     5.8        0        0        0        0        0        0     0.73
       6        0        0        0        0        0        0    0.732
     6.2        0        0        0        0        0        0    0.734
     6.4        0        0        0        0        0        0    0.735
     6.6        0        0        0        0        0        0    0.737
     6.8        0        0        0        0        0        0    0.738
       7        0        0        0        0        0        0    0.739
     7.2        0        0        0        0        0        0     0.74
     7.4        0        0        0        0        0        0    0.741
     7.6        0        0        0        0        0        0    0.742
     7.8        0        0        0        0        0        0    0.742
       8        0        0        0        0        0        0    0.743
     8.2        0        0        0        0        0        0    0.744
     8.4        0        0        0        0        0        0    0.744
     8.6        0        0        0        0        0        0    0.744
     8.8        0        0        0        0        0        0    0.744
       9        0        0        0        0        0        0    0.744
     9.2        0        0        0        0        0        0    0.744
     9.4        0        0        0        0        0        0    0.744
     9.6        0        0        0        0        0        0    0.744
     9.8        0        0        0        0        0        0    0.744
      10        0        0        0        0        0        0    0.743
    10.2        0        0        0        0        0        0    0.742
    10.4        0        0        0        0        0        0    0.742
    10.6        0        0        0        0        0        0    0.741
    10.8        0        0        0        0        0        0     0.74
      11        0        0        0        0        0        0    0.739
    11.2        0        0        0        0        0        0    0.738
    11.4        0        0        0        0        0        0    0.737
    11.6        0        0        0        0        0        0    0.735
    11.8        0        0        0        0        0        0    0.734
      12        0        0        0        0        0        0    0.732
    12.2        0        0        0        0        0        0     0.73
    12.4        0        0        0        0        0        0    0.729
    12.6        0        0        0        0        0        0    0.727
    12.8        0        0        0        0        0        0    0.725
      13        0        0        0        0        0        0    0.723
    13.2        0        0        0        0        0        0     0.72
    13.4        0        0        0        0        0        0    0.718
    13.6        0        0        0        0        0        0    0.716
    13.8        0        0        0        0        0        0    0.713
      14        0        0        0        0        0        0     0.71
    14.2        0        0        0        0        0        0    0.708
    14.4        0        0        0        0        0        0    0.705
    14.6        0        0        0        0        0        0    0.702
    14.8        0        0        0        0        0        0    0.699
      15        0        0        0        0        0        0    0.696
    15.2        0        0        0        0        0        0    0.693
    15.4        0        0        0        0        0        0    0.689
    15.6        0        0        0        0        0        0    0.686
    15.8        0        0        0        0        0        0    0.682
      16        0        0        0        0        0        0    0.679
    16.2        0        0        0        0        0        0    0.675
