     -15    0.241    0.713        1    0.012    0.187
   -14.6     0.25     0.73        1   0.0251    0.379
   -14.2     0.26    0.746        1   0.0248    0.353
   -13.8    0.269    0.763        1   0.0245    0.327
   -13.4    0.279    0.779        1   0.0255    0.322
     -13    0.289    0.795        1   0.0265    0.314
   -12.6      0.3    0.812        1   0.0262    0.293
   -12.2     0.31    0.828        1   0.0258    0.273
   -11.8    0.321    0.844        1   0.0268    0.267
   -11.4    0.332    0.859        1   0.0265     0.25
     -11    0.343    0.874        1   0.0262    0.234
   -10.6    0.354     0.89        1   0.0271    0.229
   -10.2    0.366    0.905        1   0.0268    0.215
    -9.8    0.377    0.919        1   0.0265    0.202
    -9.4    0.389    0.933        1   0.0274    0.198
      -9    0.401    0.947        1   0.0271    0.187
    -8.6    0.413     0.96        1   0.0269    0.176
    -8.2    0.425    0.973        1   0.0266    0.166
    -7.8    0.437    0.986        1   0.0264    0.157
    -7.4    0.449    0.998        1   0.0272    0.155
      -7    0.462     1.01        1    0.027    0.147
    -6.6    0.474     1.02        1   0.0267    0.139
    -6.2    0.487     1.03        1   0.0265    0.132
    -5.8    0.499     1.04        1   0.0263    0.125
    -5.4    0.512     1.05        1   0.0271    0.124
      -5    0.525     1.06        1   0.0258    0.114
    -4.6    0.537     1.07        1   0.0256    0.108
    -4.2     0.55     1.08        1   0.0254    0.104
    -3.8    0.562     1.08        1   0.0252   0.0988
    -3.4    0.575     1.09        1   0.0251   0.0947
      -3    0.587      1.1        1   0.0239   0.0871
    -2.6    0.599      1.1        1   0.0247    0.087
    -2.2    0.612     1.11        1   0.0245   0.0836
    -1.8    0.624     1.11        1   0.0234   0.0771
    -1.4    0.636     1.11        1   0.0233   0.0742
      -1    0.648     1.12        1   0.0231   0.0715
    -0.6     0.66     1.12        1    0.022   0.0661
    -0.2    0.671     1.12        1   0.0219   0.0638
     0.2    0.683     1.13        1   0.0218   0.0617
     0.6    0.694     1.13        1   0.0216   0.0596
       1    0.706     1.13        1   0.0215   0.0578
     1.4    0.717     1.13        1   0.0205   0.0535
     1.8    0.728     1.13        1   0.0195   0.0496
     2.2    0.738     1.13        1   0.0194   0.0481
     2.6    0.749     1.13        1   0.0193   0.0469
       3    0.759     1.13    0.976   0.0192   0.0455
     3.4     0.77     1.13    0.974   0.0191   0.0443
     3.8     0.78     1.13    0.972   0.0172   0.0391
     4.2    0.789     1.13    0.971   0.0171   0.0381
     4.6    0.799     1.12    0.969    0.018   0.0392
       5    0.809     1.12    0.967    0.017   0.0363
     5.4    0.818     1.12    0.965    0.016   0.0336
     5.8    0.827     1.12    0.963    0.016   0.0329
     6.2    0.836     1.12     0.96   0.0159   0.0322
     6.6    0.845     1.11    0.958    0.015   0.0298
       7    0.853     1.11    0.956   0.0149   0.0292
     7.4    0.862     1.11    0.953   0.0149   0.0286
     7.8     0.87     1.11     0.95    0.014   0.0264
     8.2    0.878     1.11    0.947   0.0139   0.0259
     8.6    0.886      1.1    0.944   0.0139   0.0255
       9    0.894      1.1    0.941   0.0138    0.025
     9.4    0.902      1.1    0.938   0.0129   0.0231
     9.8    0.909      1.1    0.935   0.0129   0.0227
    10.2    0.917     1.09    0.931   0.0129   0.0223
    10.6    0.924     1.09    0.928    0.012   0.0205
      11    0.931     1.09    0.924   0.0119   0.0202
    11.4    0.938     1.09     0.92   0.0119   0.0199
    11.8    0.945     1.09    0.916   0.0119   0.0196
    12.2    0.952     1.09    0.911   0.0119   0.0193
    12.6    0.959     1.08    0.906   0.0118    0.019
      13    0.966     1.08    0.902   0.0118   0.0188
    13.4    0.973     1.08    0.897   0.0118   0.0185
    13.8     0.98     1.08    0.891   0.0117   0.0182
    14.2    0.987     1.08    0.886   0.0109   0.0167
    14.6    0.993     1.08    0.881   0.0109   0.0165
      15        1     1.08    0.875   0.0142   0.0212
    15.4     1.01     1.08    0.869  0.00832   0.0124
    15.8     1.01     1.08    0.863  0.00829   0.0121
    16.2     1.02     1.08    0.856   0.0166    0.024
    16.6     1.03     1.08    0.849  0.00827   0.0119
      17     1.03     1.08    0.842  0.00824   0.0117
    17.4     1.04     1.08    0.835   0.0165   0.0231
    17.8     1.05     1.09    0.828  0.00821   0.0114
    18.2     1.05     1.09     0.82  0.00819   0.0112
    18.6     1.06     1.09    0.813   0.0163   0.0223
      19     1.07     1.09    0.805   0.0163   0.0218
    19.4     1.08     1.09    0.796  0.00813   0.0108
    19.8     1.08     1.09    0.788  0.00811   0.0106
    20.2     1.09      1.1    0.779   0.0162    0.021
    20.6      1.1      1.1     0.77   0.0161   0.0207
      21     1.11      1.1    0.761  0.00806   0.0102
    21.4     1.11      1.1    0.751  0.00804   0.0101
    21.8     1.12     1.11    0.741    0.016   0.0199
    22.2     1.13     1.11    0.732    0.016   0.0196
    22.6     1.14     1.11    0.721    0.016   0.0192
      23     1.15     1.11    0.711   0.0159   0.0189
    23.4     1.16     1.11      0.7  0.00794  0.00937
    23.8     1.16     1.12     0.69  0.00792  0.00921
    24.2     1.17     1.12    0.678   0.0158   0.0183
    24.6     1.18     1.12    0.667   0.0158    0.018
      25     1.19     1.12    0.656   0.0157   0.0177
    25.4      1.2     1.12    0.644   0.0157   0.0174
    25.8     1.21     1.13    0.633   0.0156   0.0171
    26.2     1.22     1.13    0.621   0.0156   0.0168
    26.6     1.23     1.13    0.609   0.0156   0.0165
      27     1.24     1.13    0.597   0.0155   0.0163
    27.4     1.25     1.13    0.585   0.0155    0.016
    27.8     1.26     1.13    0.572   0.0154   0.0157
    28.2     1.27     1.13     0.56   0.0154   0.0155
    28.6     1.28     1.13    0.548   0.0154   0.0153
      29     1.29     1.13    0.535   0.0229   0.0224
    29.4     1.31     1.13    0.523   0.0229    0.022
    29.8     1.32     1.13     0.51   0.0152   0.0143
    30.2     1.33     1.12    0.498   0.0152   0.0141
    30.6     1.34     1.12    0.486   0.0151   0.0139
      31     1.35     1.12    0.473   0.0151   0.0137
    31.4     1.36     1.11    0.461   0.0225   0.0201
    31.8     1.38     1.11    0.448   0.0225   0.0198
    32.2     1.39     1.11    0.436   0.0149   0.0129
    32.6      1.4      1.1    0.424   0.0149   0.0128
      33     1.41      1.1    0.412   0.0223   0.0187
    33.4     1.43     1.09      0.4   0.0222   0.0185
    33.8     1.44     1.08    0.388   0.0148   0.0121
    34.2     1.45     1.08    0.376   0.0147   0.0119
    34.6     1.46     1.07    0.365    0.022   0.0175
      35     1.48     1.06    0.353    0.022   0.0172
    35.4     1.49     1.05    0.342   0.0146   0.0113
    35.8      1.5     1.04    0.331   0.0146   0.0111
    36.2     1.51     1.03     0.32   0.0218   0.0163
    36.6     1.53     1.02    0.309   0.0217   0.0161
      37     1.54     1.01    0.299   0.0144   0.0105
    37.4     1.55    0.998    0.289   0.0144   0.0104
    37.8     1.56    0.986    0.279   0.0215   0.0153
    38.2     1.58    0.973    0.269   0.0215   0.0151
    38.6     1.59     0.96    0.259   0.0143  0.00989
      39      1.6    0.947     0.25   0.0142  0.00977
    39.4     1.61    0.933    0.241   0.0142  0.00965
    39.8     1.62    0.919    0.232   0.0142  0.00953
    40.2     1.63    0.905    0.223   0.0212    0.014
    40.6     1.65     0.89    0.215   0.0212   0.0139
      41     1.66    0.875    0.206   0.0141  0.00907
    41.4     1.67    0.859    0.198    0.014  0.00896
    41.8     1.68    0.844    0.191    0.014  0.00886
    42.2     1.69    0.828    0.183    0.014  0.00875
    42.6      1.7    0.812    0.176    0.014  0.00865
      43     1.71    0.795    0.169   0.0139  0.00855
    43.4     1.72    0.779    0.162   0.0139  0.00845
