      -9  0.00467        0        1        0        0        1  0.00467
    -8.8  0.00557        0        1        0        0        1  0.00557
    -8.6  0.00661        0        1        0        0        1  0.00661
    -8.4  0.00787        0        1        0        0        1  0.00787
    -8.2  0.00934        0        1        0        0        1  0.00934
      -8    0.011        0        1        0        0        1    0.011
    -7.8   0.0131        0        1        0        0        1   0.0131
    -7.6   0.0155        0        1        0        0        1   0.0155
    -7.4   0.0183        0        1        0        0        1   0.0183
    -7.2   0.0215        0        1        0        0        1   0.0215
      -7   0.0252        0        1        0        0        1   0.0252
    -6.8   0.0295        0        1        0        0        1   0.0295
    -6.6   0.0344        0        1        0        0        1   0.0344
    -6.4   0.0401        0        1        0        0        1   0.0401
    -6.2   0.0464        0        1        0        0        1   0.0464
      -6   0.0535        0        1        0        0        1   0.0535
    -5.8   0.0615        0        1        0        0        1   0.0615
    -5.6   0.0704        0        1        0        0        1   0.0704
    -5.4   0.0803        0        1        0        0        1   0.0803
    -5.2   0.0912        0        1        0        0        1   0.0912
      -5    0.103        0     1.01        0        0    0.964   0.0993
    -4.8    0.116        0     1.01        0        0    0.962    0.112
    -4.6     0.13        0     1.02        0        0    0.956    0.124
    -4.4    0.145        0     1.02        0        0    0.953    0.138
    -4.2    0.161        0     1.02        0        0     0.95    0.153
      -4    0.178        0     1.02        0        0    0.946    0.168
    -3.8    0.197        0     1.03        0        0     0.94    0.185
    -3.6    0.216        0     1.03        0        0    0.938    0.203
    -3.4    0.236        0     1.03        0        0    0.933     0.22
    -3.2    0.257        0     1.04        0        0    0.924    0.237
      -3    0.279        0     1.04        0        0    0.918    0.256
    -2.8    0.302        0     1.05        0        0    0.913    0.276
    -2.6    0.326        0     1.06        0        0    0.909    0.296
    -2.4     0.35        0     1.05        0        0      0.9    0.315
    -2.2    0.376        0     1.06        0        0    0.896    0.337
      -2    0.402        0     1.07        0        0    0.889    0.357
    -1.8    0.428        0     1.08        0        0     0.88    0.377
    -1.6    0.455        0     1.09        0        0    0.877    0.399
    -1.4    0.482        0     1.09        0        0    0.865    0.417
    -1.2    0.509        0     1.11        0        0    0.862    0.439
      -1    0.537        0     1.12        0        0    0.854    0.459
    -0.8    0.563        0     1.12        0        0    0.851    0.479
    -0.6    0.591        0     1.13        0        0     0.84    0.496
    -0.4    0.618        0     1.14        0        0     0.83    0.513
    -0.2    0.645        0     1.16        0        0    0.824    0.531
       0    0.672        0     1.17        0        0    0.811    0.545
     0.2    0.698        0     1.18        0        0    0.803     0.56
     0.4    0.724        0     1.21        0        0    0.804    0.582
     0.6    0.749        0     1.23        0        0    0.792    0.593
     0.8    0.773        0     1.22        0        0    0.788    0.609
       1    0.797        0     1.23        0        0    0.769    0.613
     1.2     0.82        0     1.24        0        0    0.768     0.63
     1.4    0.842        0     1.25        0        0    0.746    0.628
