     -15   0.0527    0.234        1   0.0114     2.13
   -14.6   0.0579    0.254        1   0.0233     4.03
   -14.2   0.0635    0.273        1   0.0244     3.63
   -13.8   0.0696    0.293        1   0.0259      3.3
   -13.4   0.0763    0.314        1   0.0273     2.99
     -13   0.0835    0.335        1   0.0288     2.71
   -12.6   0.0914    0.357        1   0.0301     2.45
   -12.2   0.0998    0.381        1   0.0316     2.21
   -11.8    0.109    0.405        1   0.0335     2.02
   -11.4    0.119     0.43        1   0.0339     1.78
     -11    0.129    0.456        1   0.0362     1.64
   -10.6    0.141    0.484        1   0.0384     1.52
   -10.2    0.153    0.512        1   0.0389     1.34
    -9.8    0.166    0.541        1   0.0409     1.23
    -9.4     0.18     0.57        1   0.0413     1.09
      -9    0.194      0.6        1   0.0431    0.992
    -8.6     0.21    0.631        1   0.0449    0.912
    -8.2    0.226    0.661        1   0.0451    0.808
    -7.8    0.243    0.692        1   0.0467    0.742
    -7.4    0.261    0.722        1   0.0482     0.68
      -7     0.28    0.753        1   0.0497    0.623
    -6.6      0.3    0.783        1   0.0498    0.558
    -6.2     0.32    0.812        1   0.0499    0.501
    -5.8    0.341     0.84        1   0.0501    0.453
    -5.4    0.362    0.868        1   0.0503     0.41
      -5    0.384    0.894        1   0.0516    0.382
    -4.6    0.407    0.919        1   0.0517    0.348
    -4.2     0.43    0.943        1   0.0508    0.312
    -3.8    0.453    0.965        1    0.051    0.286
    -3.4    0.477    0.986        1   0.0512    0.264
      -3    0.501        1        1   0.0493    0.235
    -2.6    0.524     1.02        1   0.0486    0.214
    -2.2    0.548     1.04        1   0.0489      0.2
    -1.8    0.572     1.05        1   0.0472     0.18
    -1.4    0.595     1.06        1   0.0456    0.163
      -1    0.618     1.07        1    0.045    0.151
    -0.6    0.641     1.08        1   0.0435    0.137
    -0.2    0.663     1.08        1   0.0421    0.125
     0.2    0.685     1.09        1   0.0416    0.117
     0.6    0.707     1.09        1   0.0402    0.108
       1    0.728     1.09        1    0.038   0.0969
     1.4    0.748     1.09        1   0.0358   0.0873
     1.8    0.767     1.09     1.01   0.0346   0.0808
     2.2    0.786     1.09        1   0.0343   0.0769
     2.6    0.805     1.09        1   0.0323   0.0696
       3    0.822     1.08    0.997   0.0302   0.0629
     3.4    0.839     1.08    0.994   0.0292   0.0587
     3.8    0.855     1.08     0.99   0.0281   0.0547
     4.2    0.871     1.07    0.985   0.0271   0.0512
     4.6    0.886     1.07     0.98    0.026   0.0478
       5    0.901     1.07    0.974    0.025   0.0447
     5.4    0.915     1.06    0.968    0.024   0.0418
     5.8    0.929     1.06    0.961   0.0239   0.0406
     6.2    0.943     1.06    0.954   0.0229    0.038
     6.6    0.956     1.05    0.946   0.0212   0.0342
       7    0.968     1.05    0.937   0.0211   0.0333
     7.4    0.981     1.05    0.927   0.0218   0.0338
     7.8    0.994     1.05    0.917   0.0242   0.0366
     8.2     1.01     1.05    0.905   0.0216   0.0321
     8.6     1.02     1.05    0.893   0.0166    0.024
       9     1.03     1.05     0.88   0.0165   0.0236
     9.4     1.04     1.05    0.866   0.0246   0.0343
     9.8     1.06     1.06    0.851   0.0246   0.0337
    10.2     1.07     1.06    0.834   0.0163   0.0218
    10.6     1.08     1.06    0.817   0.0243   0.0319
      11      1.1     1.07    0.799   0.0243   0.0313
    11.4     1.11     1.07     0.78   0.0241   0.0302
    11.8     1.13     1.07    0.761    0.024   0.0296
    12.2     1.14     1.08     0.74   0.0239   0.0286
    12.6     1.16     1.08    0.719   0.0317   0.0372
      13     1.18     1.08    0.696   0.0315   0.0359
    13.4      1.2     1.09    0.673   0.0236   0.0263
    13.8     1.21     1.09     0.65   0.0234   0.0254
    14.2     1.23     1.09    0.626   0.0311   0.0331
    14.6     1.25     1.09    0.602   0.0309    0.032
      15     1.27     1.09    0.577   0.0308    0.031
    15.4     1.29     1.09    0.552   0.0306   0.0301
    15.8     1.31     1.09    0.527    0.038   0.0362
    16.2     1.34     1.08    0.503   0.0378   0.0351
    16.6     1.36     1.08    0.478   0.0301    0.027
      17     1.38     1.07    0.453   0.0299   0.0263
    17.4      1.4     1.06    0.429   0.0372   0.0317
    17.8     1.43     1.05    0.406    0.037   0.0308
    18.2     1.45     1.04    0.383   0.0368   0.0295
    18.6     1.48     1.02     0.36   0.0366   0.0287
      19      1.5        1    0.338   0.0291   0.0222
    19.4     1.52    0.986    0.317   0.0362   0.0269
    19.8     1.55    0.965    0.297    0.036   0.0262
    20.2     1.57    0.943    0.277   0.0287   0.0203
    20.6     1.59    0.919    0.258   0.0357   0.0246
      21     1.62    0.894     0.24   0.0355    0.024
    21.4     1.64    0.868    0.223   0.0283   0.0186
    21.8     1.66     0.84    0.207   0.0282   0.0181
    22.2     1.68    0.812    0.192    0.028   0.0177
    22.6      1.7    0.783    0.177   0.0279   0.0173
      23     1.72    0.753    0.164   0.0278   0.0169
    23.4     1.74    0.722    0.151   0.0277   0.0165
    23.8     1.76    0.692    0.139   0.0207   0.0122
    24.2     1.77    0.661    0.128   0.0206   0.0119
    24.6     1.79    0.631    0.118   0.0275   0.0156
      25     1.81      0.6    0.108   0.0205   0.0115
    25.4     1.82     0.57   0.0991   0.0137  0.00755
    25.8     1.83    0.541   0.0907   0.0204   0.0111
    26.2     1.85    0.512    0.083   0.0204    0.011
    26.6     1.86    0.483   0.0759   0.0136  0.00723
      27     1.87    0.456   0.0694   0.0135  0.00715
    27.4     1.88    0.429   0.0634   0.0135  0.00707
    27.8     1.89    0.404   0.0578   0.0135    0.007
    28.2      1.9    0.379   0.0527   0.0135  0.00693
    28.6     1.91    0.355    0.048   0.0134  0.00685
      29     1.92    0.333   0.0437  0.00671  0.00341
    29.4     1.92    0.311   0.0398   0.0067  0.00337
    29.8     1.93     0.29   0.0362   0.0134  0.00671
    30.2     1.94    0.271   0.0329  0.00669  0.00334
    30.6     1.94    0.252   0.0299  0.00668   0.0033
      31     1.95    0.235   0.0272  0.00668   0.0033
    31.4     1.95    0.218   0.0247  0.00666  0.00327
    31.8     1.96    0.203   0.0224  0.00666  0.00327
    32.2     1.96    0.188   0.0203        0        0
    32.6     1.96    0.175   0.0184  0.00665  0.00324
      33     1.97    0.162   0.0167  0.00665  0.00324
    33.4     1.97     0.15   0.0152        0        0
    33.8     1.97    0.139   0.0138  0.00664   0.0032
    34.2     1.98    0.128   0.0125  0.00664   0.0032
    34.6     1.98    0.119   0.0113        0        0
      35     1.98     0.11   0.0102        0        0
    35.4     1.98    0.101  0.00929        0        0
    35.8     1.98   0.0933  0.00842        0        0
    36.2     1.98   0.0861  0.00763  0.00663  0.00317
    36.6     1.99   0.0794  0.00691  0.00663  0.00317
      37     1.99   0.0731  0.00625        0        0
    37.4     1.99   0.0674  0.00566        0        0
    37.8     1.99    0.062  0.00513        0        0
    38.2     1.99   0.0571  0.00465        0        0
    38.6     1.99   0.0526   0.0042        0        0
      39     1.99   0.0484  0.00381        0        0
    39.4     1.99   0.0445  0.00345        0        0
    39.8     1.99   0.0409  0.00312        0        0
    40.2     1.99   0.0376  0.00282  0.00662  0.00314
    40.6        2   0.0345  0.00255  0.00662  0.00314
      41        2   0.0317  0.00231        0        0
    41.4        2   0.0291  0.00209        0        0
    41.8        2   0.0267  0.00189        0        0
    42.2        2   0.0245  0.00171        0        0
    42.6        2   0.0225  0.00155        0        0
      43        2   0.0207   0.0014        0        0
    43.4        2   0.0189  0.00127        0        0
    43.8        2   0.0174  0.00115        0        0
    44.2        2   0.0159  0.00104        0        0
    44.6        2   0.0146 0.000941        0        0
      45        2   0.0134 0.000851        0        0
    45.4        2   0.0123 0.000771        0        0
    45.8        2   0.0112 0.000698        0        0
    46.2        2   0.0103 0.000632        0        0
    46.6        2  0.00943 0.000571        0        0
      47        2  0.00864 0.000517        0        0
    47.4        2  0.00791 0.000468        0        0
    47.8        2  0.00724 0.000424        0        0
    48.2        2  0.00663 0.000384        0        0
    48.6        2  0.00607 0.000347        0        0
      49        2  0.00555 0.000314        0        0
    49.4        2  0.00508 0.000284        0        0
    49.8        2  0.00465 0.000257        0        0
    50.2        2  0.00425 0.000233        0        0
    50.6        2  0.00389 0.000211        0        0
      51        2  0.00356 0.000191        0        0
    51.4        2  0.00325 0.000172        0        0
    51.8        2  0.00297 0.000156        0        0
    52.2        2  0.00272 0.000141        0        0
    52.6        2  0.00249 0.000128        0        0
      53        2  0.00227 0.000115        0        0
    53.4        2  0.00208 0.000105        0        0
    53.8        2   0.0019 9.46e-05        0        0
    54.2        2  0.00173 8.56e-05        0        0
    54.6        2  0.00158 7.75e-05        0        0
      55        2  0.00145 7.01e-05        0        0
    55.4        2  0.00132 6.35e-05        0        0
    55.8        2  0.00121 5.75e-05        0        0
    56.2        2   0.0011  5.2e-05        0        0
    56.6        2  0.00101  4.7e-05        0        0
      57        2  0.00092 4.25e-05        0        0
    57.4        2  0.00084 3.85e-05        0        0
    57.8        2 0.000767 3.48e-05        0        0
    58.2        2 0.000701 3.15e-05        0        0
    58.6        2  0.00064 2.85e-05        0        0
      59        2 0.000584 2.58e-05        0        0
    59.4        2 0.000533 2.33e-05        0        0
    59.8        2 0.000486 2.11e-05        0        0
    60.2        2 0.000444 1.91e-05        0        0
    60.6        2 0.000405 1.73e-05        0        0
      61        2  0.00037 1.56e-05        0        0
    61.4        2 0.000337 1.42e-05        0        0
    61.8        2 0.000308 1.28e-05        0        0
    62.2        2 0.000281 1.16e-05        0        0
    62.6        2 0.000256 1.05e-05        0        0
      63        2 0.000234 9.49e-06        0        0
    63.4        2 0.000213 8.59e-06        0        0
    63.8        2 0.000194 7.77e-06        0        0
    64.2        2 0.000177 7.03e-06        0        0
    64.6        2 0.000162 6.36e-06        0        0
      65        2 0.000147 5.75e-06        0        0
    65.4        2 0.000134 5.21e-06        0        0
    65.8        2 0.000122 4.71e-06        0        0
    66.2        2 0.000112 4.27e-06        0        0
    66.6        2 0.000102 3.86e-06        0        0
      67        2 9.28e-05 3.49e-06        0        0
    67.4        2 8.46e-05 3.16e-06        0        0
    67.8        2 7.71e-05 2.86e-06        0        0
    68.2        2 7.03e-05 2.59e-06        0        0
    68.6        2 6.41e-05 2.34e-06        0        0
      69        2 5.84e-05 2.12e-06        0        0
    69.4        2 5.32e-05 1.92e-06        0        0
    69.8        2 4.85e-05 1.73e-06        0        0
    70.2        2 4.42e-05 1.57e-06        0        0
    70.6        2 4.03e-05 1.42e-06        0        0
      71        2 3.67e-05 1.28e-06        0        0
    71.4        2 3.34e-05 1.16e-06        0        0
    71.8        2 3.05e-05 1.05e-06        0        0
    72.2        2 2.78e-05 9.52e-07        0        0
    72.6        2 2.53e-05 8.61e-07        0        0
      73        2  2.3e-05  7.8e-07        0        0
    73.4        2  2.1e-05 7.05e-07        0        0
    73.8        2 1.91e-05 6.37e-07        0        0
    74.2        2 1.74e-05 5.77e-07        0        0
    74.6        2 1.58e-05 5.22e-07        0        0
      75        2 1.44e-05 4.73e-07        0        0
    75.4        2 1.31e-05 4.28e-07        0        0
    75.8        2  1.2e-05 3.87e-07        0        0
    76.2        2 1.09e-05  3.5e-07        0        0
    76.6        2 9.92e-06 3.17e-07        0        0
      77        2 9.04e-06 2.87e-07        0        0
    77.4        2 8.23e-06 2.59e-07        0        0
    77.8        2 7.49e-06 2.35e-07        0        0
    78.2        2 6.82e-06 2.12e-07        0        0
    78.6        2 6.21e-06 1.92e-07        0        0
      79        2 5.66e-06 1.74e-07        0        0
    79.4        2 5.15e-06 1.57e-07        0        0
    79.8        2 4.69e-06 1.42e-07        0        0
    80.2        2 4.27e-06 1.29e-07        0        0
    80.6        2 3.88e-06 1.17e-07        0        0
      81        2 3.54e-06 1.05e-07        0        0
    81.4        2 3.22e-06 9.54e-08        0        0
    81.8        2 2.93e-06 8.63e-08        0        0
    82.2        2 2.66e-06  7.8e-08        0        0
    82.6        2 2.43e-06 7.07e-08        0        0
      83        2 2.21e-06  6.4e-08        0        0
    83.4        2 2.01e-06 5.79e-08        0        0
    83.8        2 1.83e-06 5.24e-08        0        0
    84.2        2 1.66e-06 4.73e-08        0        0
