     -25        0        0        0        0        0        0   0.0325
   -24.8        0        0        0        0        0        0   0.0335
   -24.6        0        0        0        0        0        0   0.0346
   -24.4        0        0        0        0        0        0   0.0357
   -24.2        0        0        0        0        0        0   0.0369
     -24        0        0        0        0        0        0   0.0381
   -23.8        0        0        0        0        0        0   0.0393
   -23.6        0        0        0        0        0        0   0.0406
   -23.4        0        0        0        0        0        0   0.0419
   -23.2        0        0        0        0        0        0   0.0433
     -23        0        0        0        0        0        0   0.0447
   -22.8        0        0        0        0        0        0   0.0461
   -22.6        0        0        0        0        0        0   0.0476
   -22.4        0        0        0        0        0        0   0.0491
   -22.2        0        0        0        0        0        0   0.0507
     -22        0        0        0        0        0        0   0.0523
   -21.8        0        0        0        0        0        0   0.0539
   -21.6        0        0        0        0        0        0   0.0556
   -21.4        0        0        0        0        0        0   0.0574
   -21.2        0        0        0        0        0        0   0.0592
     -21        0        0        0        0        0        0   0.0611
   -20.8        0        0        0        0        0        0    0.063
   -20.6        0        0        0        0        0        0    0.065
   -20.4        0        0        0        0        0        0    0.067
   -20.2        0        0        0        0        0        0   0.0691
     -20        0        0        0        0        0        0   0.0713
   -19.8        0        0        0        0        0        0   0.0735
   -19.6        0        0        0        0        0        0   0.0758
   -19.4        0        0        0        0        0        0   0.0781
   -19.2        0        0        0        0        0        0   0.0805
     -19        0        0        0        0        0        0    0.083
   -18.8        0        0        0        0        0        0   0.0855
   -18.6        0        0        0        0        0        0   0.0881
   -18.4        0        0        0        0        0        0   0.0908
   -18.2        0        0        0        0        0        0   0.0936
     -18        0        0        0        0        0        0   0.0964
   -17.8        0        0        0        0        0        0   0.0994
   -17.6        0        0        0        0        0        0    0.102
   -17.4        0        0        0        0        0        0    0.105
   -17.2        0        0        0        0        0        0    0.108
     -17        0        0        0        0        0        0    0.112
   -16.8        0        0        0        0        0        0    0.115
   -16.6        0        0        0        0        0        0    0.118
   -16.4        0        0        0        0        0        0    0.122
   -16.2        0        0        0        0        0        0    0.125
     -16        0        0        0        0        0        0    0.129
   -15.8        0        0        0        0        0        0    0.133
   -15.6        0        0        0        0        0        0    0.136
   -15.4        0        0        0        0        0        0     0.14
   -15.2        0        0        0        0        0        0    0.144
     -15        0        0        0        0        0        0    0.148
   -14.8        0        0        0        0        0        0    0.152
   -14.6        0        0        0        0        0        0    0.157
   -14.4        0        0        0        0        0        0    0.161
   -14.2        0        0        0        0        0        0    0.165
     -14        0        0        0        0        0        0     0.17
   -13.8        0        0        0        0        0        0    0.174
   -13.6        0        0        0        0        0        0    0.179
   -13.4        0        0        0        0        0        0    0.184
   -13.2        0        0        0        0        0        0    0.189
     -13        0        0        0        0        0        0    0.194
   -12.8        0        0        0        0        0        0    0.199
   -12.6        0        0        0        0        0        0    0.204
   -12.4        0        0        0        0        0        0    0.209
   -12.2        0        0        0        0        0        0    0.214
     -12        0        0        0        0        0        0     0.22
   -11.8        0        0        0        0        0        0    0.225
   -11.6        0        0        0        0        0        0    0.231
   -11.4        0        0        0        0        0        0    0.236
   -11.2        0        0        0        0        0        0    0.242
     -11        0        0        0        0        0        0    0.248
   -10.8        0        0        0        0        0        0    0.253
   -10.6        0        0        0        0        0        0    0.259
   -10.4        0        0        0        0        0        0    0.265
   -10.2        0        0        0        0        0        0    0.271
     -10        0        0        0        0        0        0    0.277
    -9.8        0        0        0        0        0        0    0.283
    -9.6        0        0        0        0        0        0     0.29
    -9.4        0        0        0        0        0        0    0.296
    -9.2        0        0        0        0        0        0    0.302
      -9        0        0        0        0        0        0    0.308
    -8.8        0        0        0        0        0        0    0.315
    -8.6        0        0        0        0        0        0    0.321
    -8.4        0        0        0        0        0        0    0.328
    -8.2        0        0        0        0        0        0    0.334
      -8        0        0        0        0        0        0     0.34
    -7.8        0        0        0        0        0        0    0.347
    -7.6        0        0        0        0        0        0    0.353
    -7.4        0        0        0        0        0        0     0.36
    -7.2        0        0        0        0        0        0    0.366
      -7        0        0        0        0        0        0    0.373
    -6.8        0        0        0        0        0        0    0.379
    -6.6        0        0        0        0        0        0    0.385
    -6.4        0        0        0        0        0        0    0.392
    -6.2        0        0        0        0        0        0    0.398
      -6        0        0        0        0        0        0    0.404
    -5.8        0        0        0        0        0        0     0.41
    -5.6        0        0        0        0        0        0    0.416
    -5.4        0        0        0        0        0        0    0.422
    -5.2        0        0        0        0        0        0    0.428
      -5        0        0        0        0        0        0    0.434
    -4.8        0        0        0        0        0        0     0.44
    -4.6        0        0        0        0        0        0    0.446
    -4.4        0        0        0        0        0        0    0.451
    -4.2        0        0        0        0        0        0    0.456
      -4        0        0        0        0        0        0    0.462
    -3.8        0        0        0        0        0        0    0.467
    -3.6        0        0        0        0        0        0    0.472
    -3.4        0        0        0        0        0        0    0.477
    -3.2        0        0        0        0        0        0    0.481
      -3        0        0        0        0        0        0    0.486
    -2.8        0        0        0        0        0        0     0.49
    -2.6        0        0        0        0        0        0    0.494
    -2.4        0        0        0        0        0        0    0.498
    -2.2        0        0        0        0        0        0    0.502
      -2        0        0        0        0        0        0    0.506
    -1.8        0        0        0        0        0        0    0.509
    -1.6        0        0        0        0        0        0    0.512
    -1.4        0        0        0        0        0        0    0.515
    -1.2        0        0        0        0        0        0    0.518
