     -15    0.154     0.53        1   0.0139    0.448
   -14.6    0.163    0.553        1    0.029    0.891
   -14.2    0.173    0.575        1   0.0299    0.838
   -13.8    0.183    0.598        1   0.0294    0.749
   -13.4    0.193    0.621        1   0.0303    0.703
     -13    0.204    0.644        1   0.0325     0.69
   -12.6    0.216    0.667        1   0.0333    0.645
   -12.2    0.228    0.691        1   0.0327    0.579
   -11.8     0.24    0.715        1   0.0335    0.542
   -11.4    0.253    0.739        1   0.0356    0.527
     -11    0.267    0.764        1   0.0362    0.492
   -10.6    0.281    0.788        1   0.0369    0.459
   -10.2    0.296    0.813        1   0.0375    0.429
    -9.8    0.311    0.838        1   0.0381      0.4
    -9.4    0.327    0.863        1   0.0387    0.375
      -9    0.343    0.887        1   0.0381    0.341
    -8.6    0.359    0.911        1   0.0398    0.329
    -8.2    0.377    0.936        1   0.0404    0.309
    -7.8    0.394     0.96        1   0.0409    0.289
    -7.4    0.413    0.983        1   0.0414    0.272
      -7    0.431     1.01    0.908   0.0419    0.255
    -6.6    0.451     1.03    0.902   0.0424    0.241
    -6.2     0.47     1.05    0.895   0.0418    0.221
    -5.8     0.49     1.07    0.889   0.0433    0.213
    -5.4    0.511     1.09    0.882   0.0438    0.201
      -5    0.532     1.11    0.874   0.0432    0.186
    -4.6    0.553     1.13    0.867   0.0426    0.172
    -4.2    0.574     1.15    0.859   0.0431    0.163
    -3.8    0.596     1.17     0.85   0.0446    0.158
    -3.4    0.619     1.19    0.841    0.044    0.147
      -3    0.641      1.2    0.832   0.0435    0.137
    -2.6    0.664     1.22    0.822   0.0439    0.131
    -2.2    0.687     1.23    0.812   0.0434    0.122
    -1.8     0.71     1.24    0.801   0.0439    0.117
    -1.4    0.734     1.26    0.789   0.0434    0.109
      -1    0.757     1.27    0.778    0.043    0.102
    -0.6    0.781     1.28    0.766   0.0434   0.0985
    -0.2    0.805     1.29    0.753    0.043   0.0927
     0.2    0.829     1.29     0.74   0.0426   0.0874
     0.6    0.853      1.3    0.727   0.0431   0.0842
       1    0.878     1.31    0.713   0.0427   0.0796
     1.4    0.902     1.31    0.699   0.0423   0.0753
     1.8    0.927     1.32    0.684   0.0419   0.0714
     2.2    0.951     1.32    0.669   0.0415   0.0677
     2.6    0.976     1.32    0.654   0.0412   0.0644
       3        1     1.32    0.639   0.0367   0.0552
     3.4     1.02     1.32    0.623   0.0413   0.0595
     3.8     1.05     1.32    0.607   0.0411   0.0573
     4.2     1.07     1.32     0.59   0.0407   0.0541
     4.6      1.1     1.31    0.574   0.0404   0.0522
       5     1.12     1.31    0.558   0.0401   0.0494
     5.4     1.15      1.3    0.541   0.0398   0.0477
     5.8     1.17     1.29    0.524   0.0316   0.0365
     6.2     1.19     1.29    0.507   0.0393   0.0438
     6.6     1.22     1.28    0.491    0.039   0.0424
       7     1.24     1.27    0.474   0.0387   0.0403
     7.4     1.27     1.26    0.457   0.0385   0.0391
     7.8     1.29     1.24    0.441   0.0306   0.0301
     8.2     1.31     1.23    0.425    0.038   0.0362
